"","X","Year","Name","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-2"
"72",125,2017,"Andover",2,"Town","Essex","Open town meeting","33201.0",1646,"2015-02-01",25009,"Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,2015,NA,NA,NA,0,2017,2015
"73",132,2010,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",139,5301.8,6.97,3.33,3.24,4.83,13.51,19.1,NA,NA,NA,22.46,28,180.5,37,12.2,21.3,4751,129,78.29,4.1,9.6,8.82889729185641,NA,NA,NA,NA,NA,NA,0,2010,NA
"74",133,2011,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,5053.1,7.1,3.3,3.2,4.82,15.6,18.4,NA,NA,NA,26.5,NA,NA,38,12.6,16.9,4904,85,92.9412,6.6,11.3,28.9,63,134.9,NA,NA,NA,NA,0,2011,NA
"75",134,2012,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",145,4922.1,6.5,2.7,3.1,4.9,16.2,18.8,NA,19.1,NA,29,19,122.4,35,11.8,6.4,2690,197,81.725888325,7.7,11.9,26.412698413,64,136.23978202,NA,NA,NA,NA,0,2012,2010
"76",135,2013,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,4328.04,8.7,3.7,3.4,5.3,14.9,18.8,NA,19.1,NA,27.7,17,102.8,32,10.28277635,8.3,3025,209,86.124401914,7.3,13.8,28.673323823,34,217.05102786,NA,NA,NA,NA,0,2013,2011
"77",136,2014,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",136,4328.04,NA,3.5,3.5,5,12.1,19.6,9.0263601252,20.3,78.996068945,26.3,38,226.6,31,10.143979058,7.329201499,3185,237,82.70042194,6.9009858551,13.5,31.746031746,39.666666667,243.22446143,NA,NA,NA,NA,0,2014,2012
"78",137,2015,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",137,4151.61,NA,3.5,3.5,5.4693877551,12.1,22.4,8.7,18.5,81.77199879,26.3,41,240.6,31,10.316139767,5.862887562,3405,243,89.711934156,7.3185160145,13.4,30.082592122,39.333333333,235.59477698,NA,NA,NA,NA,0,2015,2013
"79",138,2016,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",145,4294.5,12.1,3.2,3.9,5.742411813,14.6,21.6,8.4,20,80.411248866,20.1,24,140.83680535,25,8.4745762712,5.8891205868,3621,261,86.590038314,7.8410539737,13.4,33.892405063,39.333333333,235.59477698,NA,NA,NA,NA,0,2016,2014
"80",139,2017,"Aquinnah",0,"Town","Dukes","Open town meeting","311.0",1870,NA,25007,"Massachusetts",141,4018.5,12.010883585,3.4023343891,3.9458101686,5.8873720137,14.88625646,22,8.2,17.7,80.411248866,18.971859852,13,75.3,19,6.5247252747,4.7229856792,3599,278,87.769784173,6.8610634648,13.4,37.690839695,31.5,209.59478342,NA,NA,NA,NA,0,2017,2015
"81",146,2010,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,2015,NA,NA,NA,0,2010,NA
"82",147,2011,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2015,NA,NA,NA,0,2011,NA
"83",148,2012,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2015,NA,NA,NA,0,2012,2010
"84",149,2013,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2015,NA,NA,NA,0,2013,2011
"85",150,2014,"Arlington",0,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2015,NA,NA,NA,0,2014,2012
"86",151,2015,"Arlington",1,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2015,NA,NA,NA,0,2015,2013
"87",152,2016,"Arlington",2,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2015,NA,NA,NA,0,2016,2014
"88",153,2017,"Arlington",2,"Town","Middlesex","Representative town meeting","42844.0",1807,"2015-07-21",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2015,NA,NA,NA,0,2017,2015
"89",160,2010,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,NA,NA,NA,NA,0,2010,NA
"90",161,2011,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,NA
"91",162,2012,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2010
"92",163,2013,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2011
"93",164,2014,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2012
"94",165,2015,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2013
"95",166,2016,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2014
"96",167,2017,"Ashburnham",0,"Town","Worcester","Open town meeting","6081.0",1765,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2015
"97",174,2010,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,NA,NA,NA,NA,0,2010,NA
"98",175,2011,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,2011,NA
"99",176,2012,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,2012,2010
"100",177,2013,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,2013,2011
"101",178,2014,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,2014,2012
"102",179,2015,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,2015,2013
"103",180,2016,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,2016,2014
"104",181,2017,"Ashby",0,"Town","Middlesex","Open town meeting","3074.0",1767,NA,25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,2017,2015
"105",188,2010,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",734,5943.2,12.33,3.61,3.6,6.78,19.03,22.2,NA,NA,NA,16.52,118,163.5,349,21.2,10.3,14548,431,86.31,4.9,14,10.5864176798549,832,386.579376547828,NA,NA,NA,NA,0,2010,NA
"106",189,2011,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,NA,NA,NA,NA,0,2011,NA
"107",190,2012,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,NA,NA,NA,NA,0,2012,2010
"108",191,2013,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,NA,NA,NA,NA,0,2013,2011
"109",192,2014,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,NA,NA,NA,NA,0,2014,2012
"110",193,2015,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,NA,NA,NA,NA,0,2015,2013
"111",194,2016,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",762,5500.2,12.4,3.5,4,6.8456375839,15.4,21.6,8.1,17.8,72.234209494,19.7,184,257.19876992,300,20.498804236,4.2319614996,8891,811,90.012330456,5.2606299611,16.7,32.917894101,245,378.5518204,NA,NA,NA,NA,0,2016,2014
"112",195,2017,"Ashfield",0,"Town","Franklin","Open town meeting","1737.0",1765,NA,25011,"Massachusetts",806,6107.8,13.300617402,3.674788213,4.0251392425,6.6422354558,14.973397185,21,8.2,17.1,72.234209494,18.753851702,131,183.9,273,19.347980156,3.5833507198,9290,871,89.207807118,4.5169161943,16.9,31.497458019,225,371.64078028,NA,NA,NA,NA,0,2017,2015
"113",202,2010,"Ashland",0,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",11392,4628.9,10.17,2.78,2.8,7.24,14.12,21.5,NA,NA,NA,16.27,2182,148.7,4169,12.9,12.2,263400,7329,85.7,4.3,7.7,6.3940957129617,10582,240.213000058793,2015,NA,NA,NA,0,2010,NA
"114",203,2011,"Ashland",0,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2015,NA,NA,NA,0,2011,NA
"115",204,2012,"Ashland",0,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2015,NA,NA,NA,0,2012,2010
"116",205,2013,"Ashland",0,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2015,NA,NA,NA,0,2013,2011
"117",206,2014,"Ashland",0,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2015,NA,NA,NA,0,2014,2012
"118",207,2015,"Ashland",1,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2015,NA,NA,NA,0,2015,2013
"119",208,2016,"Ashland",2,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2015,NA,NA,NA,0,2016,2014
"120",209,2017,"Ashland",2,"Town","Middlesex","Open town meeting","16593.0",1846,"2015-01-01",25017,"Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,2015,NA,NA,NA,0,2017,2015
"121",216,2010,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,NA,NA,NA,NA,0,2010,NA
"122",217,2011,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,NA
"123",218,2012,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2010
"124",219,2013,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2011
"125",220,2014,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2012
"126",221,2015,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2013
"127",222,2016,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2014
"128",223,2017,"Athol",0,"Town","Worcester","Open town meeting","11584.0",1762,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2015
"129",230,2010,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5473,6562.9,15.23,3.87,3.93,8.04,22.71,26.9,NA,NA,NA,17.69,1135,208.1,3692,29.3,10,123923,4873,87.54,7,13.1,10.4997582355504,9961,611.3146917436,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2010,NA
"130",231,2011,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5405,6481.3,15.5,3.8,4,8.08,22.1,27.5,NA,NA,NA,19.5,NA,NA,3673,29,8.8,122807,2577,88.5914,11.1,15.3,32.8,9997,612.7,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2011,NA
"131",232,2012,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5443,6471.64,15.3,3.7,3.9,8.1,21.5,29,NA,28.8,NA,19.7,1264,231.6,3617,29.2,5.6,61242,6916,88.577212261,11.2,16.6,34.561816666,9988,608.6187681,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2012,2010
"132",233,2013,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5471,6180.27,15.4,3.7,3.8,8.3,20.8,29,NA,28.8,NA,19.8,1284,234.2,3510,26.305928202,5.5,62320,7359,89.917108303,10,16.3,33.774259825,3316,603.3531884,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2013,2011
"133",234,2014,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5471,6180.27,15.2,3.7,3.8,8.2,20.3,29.1,8.2896359783,28.3,80.901903207,20.4,1415,257.8,3348,25.12419517,5.1917058244,63385,7815,90.6078055,9.3345083513,17.6,34.747110066,3247.6666667,589.13982441,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2014,2012
"134",235,2015,"Attleboro",0,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5630,6029.99,15.2,3.7,3.8,8.1907663464,20.3,28.6,8,26.4,95.487383386,20.4,1628,295.4,3213,24.234058922,5.0705845309,65614,8175,90.311926606,9.7096201195,19.2,34.224549489,3063.3333333,555.71748025,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2015,2013
"135",236,2016,"Attleboro",1,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",5935,6197.2,15.3,4,4.6,8.0999424516,18.6,28.2,7.8,26.6,95.07154126,20.3,1519,275.63955999,3013,22.912896014,4.7885336389,66664,8588,91.336748952,7.3397988357,17.4,34.524557323,3063.3333333,555.71748025,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2016,2014
"136",237,2017,"Attleboro",2,"City","Bristol","Mayor-council","43593.0",1694,"2016-01-01",25005,"Massachusetts",6139,6409.8,15.755457609,4.2965625531,4.5390659675,8.1037475249,17.31210397,28.3,8,25.1,95.07154126,17.664877204,1352,244.6,2732,20.984231103,4.3037425468,67712,8844,90.682948892,6.2986440419,17.3,34.45954626,2872,518.29928535,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,2017,2015
"137",244,2010,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7182,6025.6,13,3.56,3.51,7.14,20.71,24,NA,NA,NA,18.44,1620,206.4,4652,25.1,9.5,102030,3059,82.25,5.8,11.9,9.10393517310936,9975,426.618058582037,NA,NA,NA,NA,0,2010,NA
"138",245,2011,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,2011,NA
"139",246,2012,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,2012,2010
"140",247,2013,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,2013,2011
"141",248,2014,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,2014,2012
"142",249,2015,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,2015,2013
"143",250,2016,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,2016,2014
"144",251,2017,"Auburn",0,"Town","Worcester","Representative town meeting","16188.0",1778,NA,25027,"Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,2017,2015
