"","Year","Name","Event","Type","County","Formofgovernment","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","YearsofPotentialLifeLostRate","Percent_FairOrPoor","PhysicallyUnhealthyDays","MentallyUnhealthyDays","PrecentLBW","PercentSmokers","PercentObese","FoodEnvironmentIndex","PercentPhysicallyInactive","PercentWithAccessToExercise","PercentExcessiveDrinking","NumberChlamydiaCases","ChlamydiaRate","TeenBirths","TeenBirthRate","PercentUninsured","NumberMedicareEnrollees","PercentDiabetics","PercentReceivingHbA1c","PercentUnemployed","PercentChildreninPoverty","PercentSingle-ParentHouseholds","NumberViolentCrimes","ViolentCrimeRate","T21year","MAYOR","LENGTHOFTERM","NEXTELECTION","mayor_ind","NearbyT21Ratio"
"1170",2013,"Millbury","0","Town","Worcester","Open town meeting",13261,1813,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"1171",2014,"Millbury","0","Town","Worcester","Open town meeting",13261,1813,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"1172",2015,"Millbury","0","Town","Worcester","Open town meeting",13261,1813,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"1173",2016,"Millbury","0","Town","Worcester","Open town meeting",13261,1813,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0.2
"1174",2017,"Millbury","0","Town","Worcester","Open town meeting",13261,1813,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0.2
"1175",2011,"Millis","0","Town","Norfolk","Open town meeting",7891,1885,"2015-11-01","25021","Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2015,NA,NA,NA,0,0
"1176",2012,"Millis","0","Town","Norfolk","Open town meeting",7891,1885,"2015-11-01","25021","Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2015,NA,NA,NA,0,0
"1177",2013,"Millis","0","Town","Norfolk","Open town meeting",7891,1885,"2015-11-01","25021","Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2015,NA,NA,NA,0,0
"1178",2014,"Millis","0","Town","Norfolk","Open town meeting",7891,1885,"2015-11-01","25021","Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2015,NA,NA,NA,0,0.3
"1179",2015,"Millis","1","Town","Norfolk","Open town meeting",7891,1885,"2015-11-01","25021","Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2015,NA,NA,NA,0,0.5
"1180",2011,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,0
"1181",2012,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"1182",2013,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"1183",2014,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"1184",2015,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0.1
"1185",2016,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0.5
"1186",2017,"Millville","0","Town","Worcester","Open town meeting",3190,1916,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0.5
"1187",2011,"Milton","0","Town","Norfolk","Representative town meeting",27003,1662,"2015-01-01","25021","Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2015,NA,NA,NA,0,0
"1188",2012,"Milton","0","Town","Norfolk","Representative town meeting",27003,1662,"2015-01-01","25021","Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2015,NA,NA,NA,0,0
"1189",2013,"Milton","0","Town","Norfolk","Representative town meeting",27003,1662,"2015-01-01","25021","Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2015,NA,NA,NA,0,0
"1190",2014,"Milton","0","Town","Norfolk","Representative town meeting",27003,1662,"2015-01-01","25021","Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2015,NA,NA,NA,0,0.4
"1191",2015,"Milton","1","Town","Norfolk","Representative town meeting",27003,1662,"2015-01-01","25021","Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2015,NA,NA,NA,0,0.6
"1192",2011,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,NA,NA,NA,NA,0,0
"1193",2012,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,NA,NA,NA,NA,0,0
"1194",2013,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,NA,NA,NA,NA,0,0
"1195",2014,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,NA,NA,NA,NA,0,0
"1196",2015,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,NA,NA,NA,NA,0,0.2
"1197",2016,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",762,5500.2,12.4,3.5,4,6.8456375839,15.4,21.6,8.1,17.8,72.234209494,19.7,184,257.19876992,300,20.498804236,4.2319614996,8891,811,90.012330456,5.2606299611,16.7,32.917894101,245,378.5518204,NA,NA,NA,NA,0,0.4
"1198",2017,"Monroe","0","Town","Franklin","Open town meeting",121,1822,NA,"25011","Massachusetts",806,6107.8,13.300617402,3.674788213,4.0251392425,6.6422354558,14.973397185,21,8.2,17.1,72.234209494,18.753851702,131,183.9,273,19.347980156,3.5833507198,9290,871,89.207807118,4.5169161943,16.9,31.497458019,225,371.64078028,NA,NA,NA,NA,0,0.4
"1199",2011,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",5008,7182.5,15.1,3.8,3.9,8.62,20.3,27.4,NA,NA,NA,18.7,NA,NA,5350,45.1,8.4,93531,1810,85.0276,9.7,23.8,41.7,10420,752,NA,NA,NA,NA,0,0
"1200",2012,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4881,6973.49,15.3,3.8,3.8,8.7,19.3,28.5,NA,26.4,NA,18.7,2385,517.5,5288,45.9,5.2,46476,4991,85.694249649,10.2,25.5,43.377030649,9590,701.50798615,NA,NA,NA,NA,0,0
"1201",2013,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4886,6847.84,15.1,3.7,3.8,8.7,18.6,28.5,NA,26.4,NA,19.3,2809,606.1,5200,41.644976575,6.3,46827,5148,87.043512044,9.2,25.4,44.048002503,3184,697.37338752,NA,NA,NA,NA,0,0
"1202",2014,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4886,6847.84,15,3.8,3.9,8.6,18.8,29.2,8.0488191963,26.8,88.188310427,19.4,2833,610.8,5085,40.707355343,5.667968043,46760,5227,89.17160895,8.5248841592,30.5,45.425212328,3073.6666667,670.45873454,NA,NA,NA,NA,0,0.1
"1203",2015,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4893,6638.1,15,3.8,3.9,8.4917874641,18.8,28.9,7.9,26.7,94.161902091,19.4,2858,613.4,4875,39.143421496,4.876221,47241,5295,88.498583569,8.9212544119,29.3,47.336153803,2941,640.7816912,NA,NA,NA,NA,0,0.1
"1204",2016,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4897,6600.5,18.9,4.4,4.5,8.3991662592,18.3,28.5,7.9,26.1,93.56016311,18.2,2686,576.49010673,4537,36.719597274,5.0463916992,47586,5383,88.853798997,7.8189522307,26.2,47.351683919,2941,640.7816912,NA,NA,NA,NA,0,0.1
"1205",2017,"Monson","0","Town","Hampden","Open town meeting",8560,1775,NA,"25013","Massachusetts",4970,6486.4,18.605346606,4.4980706433,4.6422572462,8.2472879362,18.19831852,27.5,8,24.7,93.56016311,19.22387805,2375,508.2,4081,33.393612582,4.2016261345,47683,5305,90.518378888,6.7645011706,27.4,47.893761581,2790.6666667,604.90542753,NA,NA,NA,NA,0,0.1
"1206",2011,"Montague","0","Town","Franklin","Representative town meeting",8437,1775,"2015-07-01","25011","Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,2015,NA,NA,NA,0,0
"1207",2012,"Montague","0","Town","Franklin","Representative town meeting",8437,1775,"2015-07-01","25011","Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,2015,NA,NA,NA,0,0
"1208",2013,"Montague","0","Town","Franklin","Representative town meeting",8437,1775,"2015-07-01","25011","Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,2015,NA,NA,NA,0,0
"1209",2014,"Montague","0","Town","Franklin","Representative town meeting",8437,1775,"2015-07-01","25011","Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,2015,NA,NA,NA,0,0
"1210",2015,"Montague","1","Town","Franklin","Representative town meeting",8437,1775,"2015-07-01","25011","Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,2015,NA,NA,NA,0,0.4
"1211",2011,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,0
"1212",2012,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,0
"1213",2013,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,0
"1214",2014,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,0
"1215",2015,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,0
"1216",2016,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,NA,NA,NA,NA,0,0.4
"1217",2017,"Monterey","0","Town","Berkshire","Open town meeting",961,1847,NA,"25003","Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,NA,NA,NA,NA,0,0.4
"1218",2011,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",5008,7182.5,15.1,3.8,3.9,8.62,20.3,27.4,NA,NA,NA,18.7,NA,NA,5350,45.1,8.4,93531,1810,85.0276,9.7,23.8,41.7,10420,752,NA,NA,NA,NA,0,0
"1219",2012,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4881,6973.49,15.3,3.8,3.8,8.7,19.3,28.5,NA,26.4,NA,18.7,2385,517.5,5288,45.9,5.2,46476,4991,85.694249649,10.2,25.5,43.377030649,9590,701.50798615,NA,NA,NA,NA,0,0
"1220",2013,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4886,6847.84,15.1,3.7,3.8,8.7,18.6,28.5,NA,26.4,NA,19.3,2809,606.1,5200,41.644976575,6.3,46827,5148,87.043512044,9.2,25.4,44.048002503,3184,697.37338752,NA,NA,NA,NA,0,0
"1221",2014,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4886,6847.84,15,3.8,3.9,8.6,18.8,29.2,8.0488191963,26.8,88.188310427,19.4,2833,610.8,5085,40.707355343,5.667968043,46760,5227,89.17160895,8.5248841592,30.5,45.425212328,3073.6666667,670.45873454,NA,NA,NA,NA,0,0
"1222",2015,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4893,6638.1,15,3.8,3.9,8.4917874641,18.8,28.9,7.9,26.7,94.161902091,19.4,2858,613.4,4875,39.143421496,4.876221,47241,5295,88.498583569,8.9212544119,29.3,47.336153803,2941,640.7816912,NA,NA,NA,NA,0,0.1
"1223",2016,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4897,6600.5,18.9,4.4,4.5,8.3991662592,18.3,28.5,7.9,26.1,93.56016311,18.2,2686,576.49010673,4537,36.719597274,5.0463916992,47586,5383,88.853798997,7.8189522307,26.2,47.351683919,2941,640.7816912,NA,NA,NA,NA,0,0.3
"1224",2017,"Montgomery","0","Town","Hampden","Open town meeting",838,1780,NA,"25013","Massachusetts",4970,6486.4,18.605346606,4.4980706433,4.6422572462,8.2472879362,18.19831852,27.5,8,24.7,93.56016311,19.22387805,2375,508.2,4081,33.393612582,4.2016261345,47683,5305,90.518378888,6.7645011706,27.4,47.893761581,2790.6666667,604.90542753,NA,NA,NA,NA,0,0.3
"1225",2011,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,0
"1226",2012,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,0
"1227",2013,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,0
"1228",2014,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,0
"1229",2015,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,0
"1230",2016,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,NA,NA,NA,NA,0,0.3
"1231",2017,"Mount Washington","0","Town","Berkshire","Open town meeting",167,1779,NA,"25003","Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,NA,NA,NA,NA,0,0.3
"1232",2011,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,NA,NA,NA,NA,0,0
"1233",2012,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,NA,NA,NA,NA,0,0
"1234",2013,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,NA,NA,NA,NA,0,0
"1235",2014,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,NA,NA,NA,NA,0,0
"1236",2015,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,NA,NA,NA,NA,0,0.2
"1237",2016,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,NA,NA,NA,NA,0,0.6
"1238",2017,"Nahant","0","Town","Essex","Open town meeting",3410,1853,NA,"25009","Massachusetts",6885,5232.2,13.519249126,3.1882789865,3.9939707657,7.5189781901,14.623649328,25.5,8.6,20.5,96.724792406,19.052302415,2622,343.8,3438,19.291521943,3.9892544489,90769,8693,90.797193144,5.1584152071,16.6,34.150092026,2904,382.17465803,NA,NA,NA,NA,0,0.6
"1239",2011,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",69,3958.5,6.3,2.4,1.6,7.11,19.7,20.7,NA,NA,NA,NA,NA,NA,27,19.5,17.8,2218,15,80,6.9,6.1,11.7,NA,NA,NA,NA,NA,NA,0,0
"1240",2012,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",73,4922.92,6.1,2.5,1.6,6.7,18.2,22.7,NA,19.5,NA,NA,36,321,26,18.2,7,1202,66,87.878787879,7.8,10.2,21.772272511,NA,NA,NA,NA,NA,NA,0,0
"1241",2013,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",82,5451.38,6.2,2.6,2.2,6.3,15.5,22.7,NA,19.5,NA,NA,42,412.9,25,16.077170418,8.1,1269,69,78.260869565,6.8,10.2,23.092269327,51,471.42552997,NA,NA,NA,NA,0,0
"1242",2014,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",82,5451.38,NA,2.3,2.6,5.3,14.5,23.9,9.1125862531,19.8,69.229256783,25.9,32,315.5,25,16.108247423,7.8544712683,1314,65,86.15384615,5.9520899536,9.4,19.324577861,49.333333333,465.61379224,NA,NA,NA,NA,0,0.1
"1243",2015,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",73,4296.79,NA,2.3,2.6,5.199628598,14.5,19.7,9.1,17.4,94.651985843,25.9,25,242.8,24,15.453960077,6.4418212479,1404,76,80.263157895,5.9177409454,9.4,22.688679245,47,460.21280762,NA,NA,NA,NA,0,0.1
"1244",2016,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",59,3359.4,11.4,3,3.6,5.1837888784,14.5,20.7,8.9,17.8,94.081793158,22.2,42,407.84618372,21,13.461538462,6.4660476563,1454,87,75.862068966,6.1787905346,8.2,29.82052462,47,460.21280762,NA,NA,NA,NA,0,0.2
"1245",2017,"Nantucket","0","Town","Nantucket","Open town meeting",10172,1671,NA,"25019","Massachusetts",74,3632.6,12.797782054,3.4040543087,3.9289754382,4.743083004,14.923627326,20,8.6,16.5,94.081793158,21.225393561,15,144.2,19,12.094207511,5.1153353268,1512,94,80.85106383,5.5123776626,8.5,38.009861049,33.333333333,321.50205761,NA,NA,NA,NA,0,0.2
"1246",2011,"Natick","0","Town","Middlesex","Representative town meeting",33006,1781,"2015-09-01","25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2015,NA,NA,NA,0,0.1
"1247",2012,"Natick","0","Town","Middlesex","Representative town meeting",33006,1781,"2015-09-01","25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2015,NA,NA,NA,0,0.1
