"","CityTown","Nearby T21 Ratio","year"
"1839","Needham",0,2010
"1840","Newton",0.005,2010
"1841","Norfolk",0.005,2010
"1842","North Adams",0,2010
"1843","North Andover",0.006,2010
"1844","North Attleboro",0.005,2010
"1845","North Reading",0.005,2010
"1846","Northampton",0,2010
"1847","Northborough",0.004,2010
"1848","Norwell",0.005,2010
"1849","Norwood",0.005,2010
"1850","Orleans",0,2010
"1851","Peabody",0.006,2010
"1852","Pittsfield",0,2010
"1853","Plainville",0.005,2010
"1854","Provincetown",0,2010
"1855","Reading",0.005,2010
"1856","Randolph",0.005,2010
"1857","Rockport",0.008,2010
"1858","Salem",0.006,2010
"1859","Saugus",0.005,2010
"1860","Scituate",0.005,2010
"1861","Sharon",0.005,2010
"1862","Shelburne",0,2010
"1863","Sherborn",0.004,2010
"1864","Somerville",0.005,2010
"1865","South Hadley",0,2010
"1866","Southampton",0,2010
"1867","Southborough",0.004,2010
"1868","Southwick",0,2010
"1869","Stockbridge",0,2010
"1870","Stoneham",0.005,2010
"1871","Stoughton",0.005,2010
"1872","Sunderland",0,2010
"1873","Swampscott",0.005,2010
"1874","Tewksbury",0.005,2010
"1875","Topsfield",0.006,2010
"1876","Townsend",0.005,2010
"1877","Tyngsborough",0.005,2010
"1878","Wakefield",0.005,2010
"1879","Walpole",0.005,2010
"1880","Waltham",0.005,2010
"1881","Wareham",0.008,2010
"1882","Watertown",0.005,2010
"1883","Wayland",0.005,2010
"1884","Wellesley",0.004,2010
"1885","Westfield",0,2010
"1886","Westford",0.005,2010
"1887","Weston",0.005,2010
"1888","Westwood",0.004,2010
"1889","Whately",0,2010
"1890","Whitman",0.005,2010
"1891","Williamstown",0,2010
"1892","Wilmington",0.005,2010
"1893","Winchester",0.005,2010
"1894","Worcester",0.004,2010
"1895","Yarmouth",0,2010
"1896","Abington",0.005,2010
"1897","Acushnet",0.008,2010
"1898","Agawam",0,2010
"1899","Alford",0,2010
"1900","Amesbury",0.009,2010
"1901","Aquinnah",0,2010
"1902","Ashburnham",0.005,2010
"1903","Ashby",0.005,2010
"1904","Ashfield",0,2010
"1905","Athol",0,2010
"1906","Auburn",0.004,2010
"1907","Avon",0.005,2010
"1908","Ayer",0.005,2010
"1909","Barnstable",0,2010
"1910","Barre",0.005,2010
"1911","Becket",0,2010
"1912","Bedford",0.005,2010
"1913","Bellingham",0.005,2010
"1914","Berkley",0.006,2010
"1915","Berlin",0.004,2010
"1916","Bernardston",0,2010
"1917","Beverly",0.006,2010
"1918","Billerica",0.005,2010
"1919","Blandford",0,2010
"1920","Bolton",0.004,2010
"1921","Bourne",0.01,2010
"1922","Boxborough",0.005,2010
"1923","Boxford",0.006,2010
"1924","Boylston",0.004,2010
"1925","Brookfield",0.005,2010
"1926","Burlington",0.005,2010
"1927","Carlisle",0.005,2010
"1928","Charlton",0.005,2010
"1929","Chatham",0,2010
"1930","Cheshire",0,2010
"1931","Chester",0,2010
"1932","Chesterfield",0,2010
"1933","Chicopee",0,2010
"1934","Chilmark",0,2010
"1935","Clarksburg",0,2010
"1936","Clinton",0.004,2010
"1937","Colrain",0,2010
"1938","Conway",0,2010
"1939","Cummington",0,2010
"1940","Dalton",0,2010
"1941","Dartmouth",0.01,2010
"1942","Dennis",0,2010
"1943","Dighton",0.006,2010
"1944","Douglas",0.005,2010
"1945","Dracut",0.005,2010
"1946","Dudley",0.005,2010
"1947","Dunstable",0.005,2010
"1948","East Bridgewater",0.005,2010
"1949","East Brookfield",0.005,2010
"1950","East Longmeadow",0,2010
"1951","Easthampton",0,2010
"1952","Edgartown",0,2010
"1953","Erving",0,2010
"1954","Everett",0.005,2010
"1955","Fairhaven",0.01,2010
"1956","Fall River",0.008,2010
"1957","Fitchburg",0.005,2010
"1958","Florida",0,2010
"1959","Freetown",0.007,2010
"1960","Gardner",0.005,2010
"1961","Georgetown",0.006,2010
"1962","Goshen",0,2010
"1963","Gosnold",0,2010
"1964","Granby",0,2010
"1965","Granville",0,2010
"1966","Groton",0.005,2010
"1967","Groveland",0.007,2010
"1968","Hampden",0,2010
"1969","Hancock",0,2010
"1970","Hanson",0.005,2010
"1971","Hardwick",0.006,2010
"1972","Harvard",0.005,2010
"1973","Harwich",0,2010
"1974","Haverhill",0.007,2010
"1975","Hawley",0,2010
"1976","Heath",0,2010
"1977","Hingham",0.005,2010
"1978","Hinsdale",0,2010
"1979","Holden",0.005,2010
"1980","Holland",0.006,2010
"1981","Holliston",0.004,2010
"1982","Hopkinton",0.004,2010
"1983","Hubbardston",0.005,2010
"1984","Huntington",0,2010
"1985","Ipswich",0.007,2010
"1986","Lakeville",0.006,2010
"1987","Lancaster",0.004,2010
"1988","Leicester",0.005,2010
"1989","Leominster",0.005,2010
"1990","Leyden",0,2010
"1991","Littleton",0.005,2010
"1992","Longmeadow",0,2010
"1993","Ludlow",0,2010
"1994","Lunenburg",0.005,2010
"1995","Lynn",0.005,2010
"1996","Lynnfield",0.005,2010
"1997","Manchester-by-the-Sea",0.006,2010
"1998","Mattapoisett",0.01,2010
"1999","Merrimac",0.008,2010
"2000","Middleborough",0.006,2010
"2001","Middlefield",0,2010
"2002","Millbury",0.004,2010
"2003","Millville",0.005,2010
"2004","Monroe",0,2010
"2005","Monson",0,2010
"2006","Monterey",0,2010
"2007","Montgomery",0,2010
"2008","Mount Washington",0,2010
"2009","Nahant",0.005,2010
"2010","Nantucket",0,2010
"2011","New Ashford",0,2010
"2012","New Bedford",0.01,2010
"2013","New Braintree",0.005,2010
"2014","New Marlborough",0,2010
"2015","New Salem",0,2010
"2016","Newbury",0.007,2010
"2017","Newburyport",0.008,2010
"2018","North Brookfield",0.005,2010
"2019","Northbridge",0.004,2010
"2020","Northfield",0,2010
"2021","Norton",0.005,2010
"2022","Oak Bluffs",0,2010
"2023","Oakham",0.005,2010
"2024","Orange",0,2010
"2025","Otis",0,2010
"2026","Oxford",0.005,2010
"2027","Palmer",0,2010
"2028","Paxton",0.005,2010
"2029","Pelham",0,2010
"2030","Pembroke",0.005,2010
"2031","Pepperell",0.005,2010
"2032","Peru",0,2010
"2033","Petersham",0,2010
"2034","Phillipston",0.006,2010
"2035","Plainfield",0,2010
"2036","Plymouth",0.006,2010
"2037","Plympton",0.006,2010
"2038","Princeton",0.005,2010
"2039","Quincy",0.005,2010
"2040","Raynham",0.005,2010
"2041","Rehoboth",0.006,2010
"2042","Revere",0.005,2010
"2043","Richmond",0,2010
"2044","Rochester",0.008,2010
"2045","Rockland",0.005,2010
"2046","Rowe",0,2010
"2047","Rowley",0.007,2010
"2048","Royalston",0,2010
"2049","Russell",0,2010
"2050","Rutland",0.005,2010
"2051","Salisbury",0.009,2010
"2052","Sandisfield",0,2010
"2053","Sandwich",0,2010
"2054","Savoy",0,2010
"2055","Seekonk",0.006,2010
"2056","Sheffield",0,2010
"2057","Shirley",0.005,2010
"2058","Shrewsbury",0.004,2010
"2059","Shutesbury",0,2010
"2060","Somerset",0.007,2010
"2061","Southbridge",0.006,2010
"2062","Spencer",0.005,2010
"2063","Springfield",0,2010
"2064","Sterling",0.004,2010
"2065","Stow",0.004,2010
"2066","Sturbridge",0.006,2010
"2067","Sudbury",0.004,2010
"2068","Sutton",0.005,2010
"2069","Swansea",0.007,2010
"2070","Taunton",0.006,2010
"2071","Templeton",0.005,2010
"2072","Tisbury",0,2010
"2073","Tolland",0,2010
"2074","Truro",0,2010
"2075","Tyringham",0,2010
"2076","Upton",0.004,2010
"2077","Uxbridge",0.005,2010
"2078","Wales",0,2010
"2079","Ware",0,2010
"2080","Warren",0.006,2010
"2081","Warwick",0,2010
"2082","Washington",0,2010
"2083","Webster",0.005,2010
"2084","Wellfleet",0,2010
"2085","Wendell",0,2010
"2086","Wenham",0.006,2010
"2087","West Boylston",0.004,2010
"2088","West Bridgewater",0.005,2010
"2089","West Brookfield",0.005,2010
"2090","West Newbury",0.007,2010
"2091","West Springfield",0,2010
"2092","West Stockbridge",0,2010
"2093","West Tisbury",0,2010
"2094","Westborough",0.004,2010
"2095","Westhampton",0,2010
"2096","Westminster",0.005,2010
"2097","Westport",0.01,2010
"2098","Weymouth",0.005,2010
"2099","Wilbraham",0,2010
"2100","Williamsburg",0,2010
"2101","Winchendon",0.006,2010
"2102","Windsor",0,2010
"2103","Winthrop",0.005,2010
"2104","Woburn",0.005,2010
"2105","Worthington",0,2010
"2106","Wrentham",0.005,2010
"2107","Acton",0.005,2011
"2108","Adams",0,2011
"2109","Amherst",0,2011
"2110","Andover",0.006,2011
"2111","Arlington",0.005,2011
"2112","Ashland",0.004,2011
"2113","Attleboro",0.005,2011
"2114","Belchertown",0,2011
"2115","Belmont",0.005,2011
"2116","Blackstone",0.005,2011
"2117","Boston",0.005,2011
"2118","Braintree",0.005,2011
"2119","Brewster",0,2011
"2120","Bridgewater",0.005,2011
"2121","Brimfield",0,2011
"2122","Brockton",0.005,2011
"2123","Brookline",0.005,2011
"2124","Buckland",0,2011
"2125","Cambridge",0.005,2011
"2126","Canton",0.005,2011
"2127","Carver",0.007,2011
"2128","Charlemont",0,2011
"2129","Chelmsford",0.005,2011
"2130","Chelsea",0.005,2011
"2131","Cohasset",0.005,2011
"2132","Concord",0.005,2011
"2133","Danvers",0.006,2011
"2134","Dedham",0.005,2011
"2135","Deerfield",0,2011
"2136","Dover",0.004,2011
"2137","Duxbury",0.006,2011
"2138","Eastham",0,2011
"2139","Easton",0.005,2011
"2140","Egremont",0,2011
"2141","Essex",0.007,2011
"2142","Falmouth",0,2011
"2143","Foxborough",0.005,2011
"2144","Framingham",0.004,2011
"2145","Franklin",0.005,2011
"2146","Gill",0,2011
"2147","Gloucester",0.007,2011
"2148","Grafton",0.004,2011
"2149","Great Barrington",0,2011
"2150","Greenfield",0,2011
"2151","Hadley",0,2011
"2152","Hamilton",0.006,2011
"2153","Hanover",0.005,2011
"2154","Halifax",0.006,2011
"2155","Hatfield",0,2011
"2156","Holbrook",0.005,2011
"2157","Holyoke",0,2011
"2158","Hopedale",0.004,2011
"2159","Hudson",0.004,2011
"2160","Hull",0.005,2011
"2161","Kingston",0.006,2011
"2162","Lanesborough",0,2011
"2163","Lawrence",0.006,2011
"2164","Lee",0,2011
"2165","Lenox",0,2011
"2166","Leverett",0,2011
"2167","Lexington",0.005,2011
"2168","Lincoln",0.005,2011
"2169","Lowell",0.005,2011
"2170","Malden",0.005,2011
"2171","Mansfield",0.005,2011
"2172","Marblehead",0.006,2011
"2173","Marion",0.009,2011
"2174","Marlborough",0.004,2011
"2175","Marshfield",0.006,2011
"2176","Mashpee",0,2011
"2177","Maynard",0.004,2011
"2178","Medfield",0.004,2011
"2179","Medford",0.005,2011
"2180","Medway",0.004,2011
"2181","Melrose",0.005,2011
"2182","Mendon",0.005,2011
"2183","Methuen",0.006,2011
"2184","Middleton",0.006,2011
"2185","Millis",0.004,2011
"2186","Milford",0.004,2011
"2187","Milton",0.005,2011
"2188","Montague",0,2011
"2189","Natick",0.004,2011
"2190","Needham",0,2011
"2191","Newton",0.005,2011
"2192","Norfolk",0.005,2011
"2193","North Adams",0,2011
"2194","North Andover",0.006,2011
"2195","North Attleboro",0.005,2011
"2196","North Reading",0.005,2011
"2197","Northampton",0,2011
"2198","Northborough",0.004,2011
"2199","Norwell",0.005,2011
"2200","Norwood",0.005,2011
"2201","Orleans",0,2011
"2202","Peabody",0.006,2011
"2203","Pittsfield",0,2011
"2204","Plainville",0.005,2011
"2205","Provincetown",0,2011
"2206","Reading",0.005,2011
"2207","Randolph",0.005,2011
"2208","Rockport",0.008,2011
"2209","Salem",0.006,2011
"2210","Saugus",0.005,2011
"2211","Scituate",0.005,2011
"2212","Sharon",0.005,2011
"2213","Shelburne",0,2011
"2214","Sherborn",0.004,2011
"2215","Somerville",0.005,2011
"2216","South Hadley",0,2011
"2217","Southampton",0,2011
"2218","Southborough",0.004,2011
"2219","Southwick",0,2011
"2220","Stockbridge",0,2011
"2221","Stoneham",0.005,2011
"2222","Stoughton",0.005,2011
"2223","Sunderland",0,2011
"2224","Swampscott",0.005,2011
"2225","Tewksbury",0.005,2011
"2226","Topsfield",0.006,2011
"2227","Townsend",0.005,2011
"2228","Tyngsborough",0.005,2011
"2229","Wakefield",0.005,2011
"2230","Walpole",0.005,2011
"2231","Waltham",0.005,2011
"2232","Wareham",0.008,2011
"2233","Watertown",0.005,2011
"2234","Wayland",0.005,2011
"2235","Wellesley",0.004,2011
"2236","Westfield",0,2011
"2237","Westford",0.005,2011
"2238","Weston",0.005,2011
"2239","Westwood",0.004,2011
"2240","Whately",0,2011
"2241","Whitman",0.005,2011
"2242","Williamstown",0,2011
"2243","Wilmington",0.005,2011
"2244","Winchester",0.005,2011
"2245","Worcester",0.004,2011
"2246","Yarmouth",0,2011
"2247","Abington",0.005,2011
"2248","Acushnet",0.008,2011
"2249","Agawam",0,2011
"2250","Alford",0,2011
"2251","Amesbury",0.009,2011
"2252","Aquinnah",0,2011
"2253","Ashburnham",0.005,2011
"2254","Ashby",0.005,2011
"2255","Ashfield",0,2011
"2256","Athol",0,2011
"2257","Auburn",0.004,2011
"2258","Avon",0.005,2011
"2259","Ayer",0.005,2011
"2260","Barnstable",0,2011
"2261","Barre",0.005,2011
"2262","Becket",0,2011
"2263","Bedford",0.005,2011
"2264","Bellingham",0.005,2011
"2265","Berkley",0.006,2011
"2266","Berlin",0.004,2011
"2267","Bernardston",0,2011
"2268","Beverly",0.006,2011
"2269","Billerica",0.005,2011
"2270","Blandford",0,2011
"2271","Bolton",0.004,2011
"2272","Bourne",0.01,2011
"2273","Boxborough",0.005,2011
"2274","Boxford",0.006,2011
"2275","Boylston",0.004,2011
"2276","Brookfield",0.005,2011
"2277","Burlington",0.005,2011
"2278","Carlisle",0.005,2011
"2279","Charlton",0.005,2011
"2280","Chatham",0,2011
"2281","Cheshire",0,2011
"2282","Chester",0,2011
"2283","Chesterfield",0,2011
"2284","Chicopee",0,2011
"2285","Chilmark",0,2011
"2286","Clarksburg",0,2011
"2287","Clinton",0.004,2011
"2288","Colrain",0,2011
"2289","Conway",0,2011
"2290","Cummington",0,2011
"2291","Dalton",0,2011
"2292","Dartmouth",0.01,2011
"2293","Dennis",0,2011
"2294","Dighton",0.006,2011
"2295","Douglas",0.005,2011
"2296","Dracut",0.005,2011
"2297","Dudley",0.005,2011
"2298","Dunstable",0.005,2011
"2299","East Bridgewater",0.005,2011
"2300","East Brookfield",0.005,2011
"2301","East Longmeadow",0,2011
"2302","Easthampton",0,2011
"2303","Edgartown",0,2011
"2304","Erving",0,2011
"2305","Everett",0.005,2011
"2306","Fairhaven",0.01,2011
"2307","Fall River",0.008,2011
"2308","Fitchburg",0.005,2011
"2309","Florida",0,2011
"2310","Freetown",0.007,2011
"2311","Gardner",0.005,2011
"2312","Georgetown",0.006,2011
"2313","Goshen",0,2011
"2314","Gosnold",0,2011
"2315","Granby",0,2011
"2316","Granville",0,2011
"2317","Groton",0.005,2011
"2318","Groveland",0.007,2011
"2319","Hampden",0,2011
"2320","Hancock",0,2011
"2321","Hanson",0.005,2011
"2322","Hardwick",0.006,2011
"2323","Harvard",0.005,2011
"2324","Harwich",0,2011
"2325","Haverhill",0.007,2011
"2326","Hawley",0,2011
"2327","Heath",0,2011
"2328","Hingham",0.005,2011
"2329","Hinsdale",0,2011
"2330","Holden",0.005,2011
"2331","Holland",0.006,2011
"2332","Holliston",0.004,2011
"2333","Hopkinton",0.004,2011
"2334","Hubbardston",0.005,2011
"2335","Huntington",0,2011
"2336","Ipswich",0.007,2011
"2337","Lakeville",0.006,2011
"2338","Lancaster",0.004,2011
"2339","Leicester",0.005,2011
"2340","Leominster",0.005,2011
"2341","Leyden",0,2011
"2342","Littleton",0.005,2011
"2343","Longmeadow",0,2011
"2344","Ludlow",0,2011
"2345","Lunenburg",0.005,2011
"2346","Lynn",0.005,2011
"2347","Lynnfield",0.005,2011
"2348","Manchester-by-the-Sea",0.006,2011
"2349","Mattapoisett",0.01,2011
"2350","Merrimac",0.008,2011
"2351","Middleborough",0.006,2011
"2352","Middlefield",0,2011
"2353","Millbury",0.004,2011
"2354","Millville",0.005,2011
"2355","Monroe",0,2011
"2356","Monson",0,2011
"2357","Monterey",0,2011
"2358","Montgomery",0,2011
"2359","Mount Washington",0,2011
"2360","Nahant",0.005,2011
"2361","Nantucket",0,2011
"2362","New Ashford",0,2011
"2363","New Bedford",0.01,2011
"2364","New Braintree",0.005,2011
"2365","New Marlborough",0,2011
"2366","New Salem",0,2011
"2367","Newbury",0.007,2011
"2368","Newburyport",0.008,2011
"2369","North Brookfield",0.005,2011
"2370","Northbridge",0.004,2011
"2371","Northfield",0,2011
"2372","Norton",0.005,2011
"2373","Oak Bluffs",0,2011
"2374","Oakham",0.005,2011
"2375","Orange",0,2011
"2376","Otis",0,2011
"2377","Oxford",0.005,2011
"2378","Palmer",0,2011
"2379","Paxton",0.005,2011
"2380","Pelham",0,2011
"2381","Pembroke",0.005,2011
"2382","Pepperell",0.005,2011
"2383","Peru",0,2011
"2384","Petersham",0,2011
"2385","Phillipston",0.006,2011
"2386","Plainfield",0,2011
"2387","Plymouth",0.006,2011
"2388","Plympton",0.006,2011
"2389","Princeton",0.005,2011
"2390","Quincy",0.005,2011
"2391","Raynham",0.005,2011
"2392","Rehoboth",0.006,2011
"2393","Revere",0.005,2011
"2394","Richmond",0,2011
"2395","Rochester",0.008,2011
"2396","Rockland",0.005,2011
"2397","Rowe",0,2011
"2398","Rowley",0.007,2011
"2399","Royalston",0,2011
"2400","Russell",0,2011
"2401","Rutland",0.005,2011
"2402","Salisbury",0.009,2011
"2403","Sandisfield",0,2011
"2404","Sandwich",0,2011
"2405","Savoy",0,2011
"2406","Seekonk",0.006,2011
"2407","Sheffield",0,2011
"2408","Shirley",0.005,2011
"2409","Shrewsbury",0.004,2011
"2410","Shutesbury",0,2011
"2411","Somerset",0.007,2011
"2412","Southbridge",0.006,2011
"2413","Spencer",0.005,2011
"2414","Springfield",0,2011
"2415","Sterling",0.004,2011
"2416","Stow",0.004,2011
"2417","Sturbridge",0.006,2011
"2418","Sudbury",0.004,2011
"2419","Sutton",0.005,2011
"2420","Swansea",0.007,2011
"2421","Taunton",0.006,2011
"2422","Templeton",0.005,2011
"2423","Tisbury",0,2011
"2424","Tolland",0,2011
"2425","Truro",0,2011
"2426","Tyringham",0,2011
"2427","Upton",0.004,2011
"2428","Uxbridge",0.005,2011
"2429","Wales",0,2011
"2430","Ware",0,2011
"2431","Warren",0.006,2011
"2432","Warwick",0,2011
"2433","Washington",0,2011
"2434","Webster",0.005,2011
"2435","Wellfleet",0,2011
"2436","Wendell",0,2011
"2437","Wenham",0.006,2011
"2438","West Boylston",0.004,2011
"2439","West Bridgewater",0.005,2011
"2440","West Brookfield",0.005,2011
"2441","West Newbury",0.007,2011
"2442","West Springfield",0,2011
"2443","West Stockbridge",0,2011
"2444","West Tisbury",0,2011
"2445","Westborough",0.004,2011
"2446","Westhampton",0,2011
"2447","Westminster",0.005,2011
"2448","Westport",0.01,2011
"2449","Weymouth",0.005,2011
"2450","Wilbraham",0,2011
"2451","Williamsburg",0,2011
"2452","Winchendon",0.006,2011
"2453","Windsor",0,2011
"2454","Winthrop",0.005,2011
"2455","Woburn",0.005,2011
"2456","Worthington",0,2011
"2457","Wrentham",0.005,2011
"2458","Acton",0.005,2012
"2459","Adams",0,2012
"2460","Amherst",0,2012
"2461","Andover",0.006,2012
"2462","Arlington",0.005,2012
"2463","Ashland",0.004,2012
"2464","Attleboro",0.005,2012
"2465","Belchertown",0,2012
"2466","Belmont",0.005,2012
"2467","Blackstone",0.005,2012
"2468","Boston",0.005,2012
"2469","Braintree",0.005,2012
"2470","Brewster",0,2012
"2471","Bridgewater",0.005,2012
"2472","Brimfield",0,2012
"2473","Brockton",0.005,2012
"2474","Brookline",0.005,2012
"2475","Buckland",0,2012
"2476","Cambridge",0.005,2012
"2477","Canton",0.005,2012
"2478","Carver",0.007,2012
"2479","Charlemont",0,2012
"2480","Chelmsford",0.005,2012
"2481","Chelsea",0.005,2012
"2482","Cohasset",0.005,2012
"2483","Concord",0.005,2012
"2484","Danvers",0.006,2012
"2485","Dedham",0.005,2012
"2486","Deerfield",0,2012
"2487","Dover",0.004,2012
"2488","Duxbury",0.006,2012
"2489","Eastham",0,2012
"2490","Easton",0.005,2012
"2491","Egremont",0,2012
"2492","Essex",0.007,2012
"2493","Falmouth",0,2012
"2494","Foxborough",0.005,2012
"2495","Framingham",0.004,2012
"2496","Franklin",0.005,2012
"2497","Gill",0,2012
"2498","Gloucester",0.007,2012
"2499","Grafton",0.004,2012
"2500","Great Barrington",0,2012
"2501","Greenfield",0,2012
"2502","Hadley",0,2012
"2503","Hamilton",0.006,2012
"2504","Hanover",0.005,2012
"2505","Halifax",0.006,2012
"2506","Hatfield",0,2012
"2507","Holbrook",0.005,2012
"2508","Holyoke",0,2012
"2509","Hopedale",0.004,2012
"2510","Hudson",0.004,2012
"2511","Hull",0.005,2012
"2512","Kingston",0.006,2012
"2513","Lanesborough",0,2012
"2514","Lawrence",0.006,2012
"2515","Lee",0,2012
"2516","Lenox",0,2012
"2517","Leverett",0,2012
"2518","Lexington",0.005,2012
"2519","Lincoln",0.005,2012
"2520","Lowell",0.005,2012
"2521","Malden",0.005,2012
"2522","Mansfield",0.005,2012
"2523","Marblehead",0.006,2012
"2524","Marion",0.009,2012
"2525","Marlborough",0.004,2012
"2526","Marshfield",0.006,2012
"2527","Mashpee",0,2012
"2528","Maynard",0.004,2012
"2529","Medfield",0.004,2012
"2530","Medford",0.005,2012
"2531","Medway",0.004,2012
"2532","Melrose",0.005,2012
"2533","Mendon",0.005,2012
"2534","Methuen",0.006,2012
"2535","Middleton",0.006,2012
"2536","Millis",0.004,2012
"2537","Milford",0.004,2012
"2538","Milton",0.005,2012
"2539","Montague",0,2012
"2540","Natick",0.004,2012
"2541","Needham",0,2012
"2542","Newton",0.005,2012
"2543","Norfolk",0.005,2012
"2544","North Adams",0,2012
"2545","North Andover",0.006,2012
"2546","North Attleboro",0.005,2012
"2547","North Reading",0.005,2012
"2548","Northampton",0,2012
"2549","Northborough",0.004,2012
"2550","Norwell",0.005,2012
"2551","Norwood",0.005,2012
"2552","Orleans",0,2012
"2553","Peabody",0.006,2012
"2554","Pittsfield",0,2012
"2555","Plainville",0.005,2012
"2556","Provincetown",0,2012
"2557","Reading",0.005,2012
"2558","Randolph",0.005,2012
"2559","Rockport",0.008,2012
"2560","Salem",0.006,2012
"2561","Saugus",0.005,2012
"2562","Scituate",0.005,2012
"2563","Sharon",0.005,2012
"2564","Shelburne",0,2012
"2565","Sherborn",0.004,2012
"2566","Somerville",0.005,2012
"2567","South Hadley",0,2012
"2568","Southampton",0,2012
"2569","Southborough",0.004,2012
"2570","Southwick",0,2012
"2571","Stockbridge",0,2012
"2572","Stoneham",0.005,2012
"2573","Stoughton",0.005,2012
"2574","Sunderland",0,2012
"2575","Swampscott",0.005,2012
"2576","Tewksbury",0.005,2012
"2577","Topsfield",0.006,2012
"2578","Townsend",0.005,2012
"2579","Tyngsborough",0.005,2012
"2580","Wakefield",0.005,2012
"2581","Walpole",0.005,2012
"2582","Waltham",0.005,2012
"2583","Wareham",0.008,2012
"2584","Watertown",0.005,2012
"2585","Wayland",0.005,2012
"2586","Wellesley",0.004,2012
"2587","Westfield",0,2012
"2588","Westford",0.005,2012
"2589","Weston",0.005,2012
"2590","Westwood",0.004,2012
"2591","Whately",0,2012
"2592","Whitman",0.005,2012
"2593","Williamstown",0,2012
"2594","Wilmington",0.005,2012
"2595","Winchester",0.005,2012
"2596","Worcester",0.004,2012
"2597","Yarmouth",0,2012
"2598","Abington",0.005,2012
"2599","Acushnet",0.008,2012
"2600","Agawam",0,2012
"2601","Alford",0,2012
"2602","Amesbury",0.009,2012
"2603","Aquinnah",0,2012
"2604","Ashburnham",0.005,2012
"2605","Ashby",0.005,2012
"2606","Ashfield",0,2012
"2607","Athol",0,2012
"2608","Auburn",0.004,2012
"2609","Avon",0.005,2012
"2610","Ayer",0.005,2012
"2611","Barnstable",0,2012
"2612","Barre",0.005,2012
"2613","Becket",0,2012
"2614","Bedford",0.005,2012
"2615","Bellingham",0.005,2012
"2616","Berkley",0.006,2012
"2617","Berlin",0.004,2012
"2618","Bernardston",0,2012
"2619","Beverly",0.006,2012
"2620","Billerica",0.005,2012
"2621","Blandford",0,2012
"2622","Bolton",0.004,2012
"2623","Bourne",0.01,2012
"2624","Boxborough",0.005,2012
"2625","Boxford",0.006,2012
"2626","Boylston",0.004,2012
"2627","Brookfield",0.005,2012
"2628","Burlington",0.005,2012
"2629","Carlisle",0.005,2012
"2630","Charlton",0.005,2012
"2631","Chatham",0,2012
"2632","Cheshire",0,2012
"2633","Chester",0,2012
"2634","Chesterfield",0,2012
"2635","Chicopee",0,2012
"2636","Chilmark",0,2012
"2637","Clarksburg",0,2012
"2638","Clinton",0.004,2012
"2639","Colrain",0,2012
"2640","Conway",0,2012
"2641","Cummington",0,2012
"2642","Dalton",0,2012
"2643","Dartmouth",0.01,2012
"2644","Dennis",0,2012
"2645","Dighton",0.006,2012
"2646","Douglas",0.005,2012
"2647","Dracut",0.005,2012
"2648","Dudley",0.005,2012
"2649","Dunstable",0.005,2012
"2650","East Bridgewater",0.005,2012
"2651","East Brookfield",0.005,2012
"2652","East Longmeadow",0,2012
"2653","Easthampton",0,2012
"2654","Edgartown",0,2012
"2655","Erving",0,2012
"2656","Everett",0.005,2012
"2657","Fairhaven",0.01,2012
"2658","Fall River",0.008,2012
"2659","Fitchburg",0.005,2012
"2660","Florida",0,2012
"2661","Freetown",0.007,2012
"2662","Gardner",0.005,2012
"2663","Georgetown",0.006,2012
"2664","Goshen",0,2012
"2665","Gosnold",0,2012
"2666","Granby",0,2012
"2667","Granville",0,2012
"2668","Groton",0.005,2012
"2669","Groveland",0.007,2012
"2670","Hampden",0,2012
"2671","Hancock",0,2012
"2672","Hanson",0.005,2012
"2673","Hardwick",0.006,2012
"2674","Harvard",0.005,2012
"2675","Harwich",0,2012
"2676","Haverhill",0.007,2012
"2677","Hawley",0,2012
"2678","Heath",0,2012
"2679","Hingham",0.005,2012
"2680","Hinsdale",0,2012
"2681","Holden",0.005,2012
"2682","Holland",0.006,2012
"2683","Holliston",0.004,2012
"2684","Hopkinton",0.004,2012
"2685","Hubbardston",0.005,2012
"2686","Huntington",0,2012
"2687","Ipswich",0.007,2012
"2688","Lakeville",0.006,2012
"2689","Lancaster",0.004,2012
"2690","Leicester",0.005,2012
"2691","Leominster",0.005,2012
"2692","Leyden",0,2012
"2693","Littleton",0.005,2012
"2694","Longmeadow",0,2012
"2695","Ludlow",0,2012
"2696","Lunenburg",0.005,2012
"2697","Lynn",0.005,2012
"2698","Lynnfield",0.005,2012
"2699","Manchester-by-the-Sea",0.006,2012
"2700","Mattapoisett",0.01,2012
"2701","Merrimac",0.008,2012
"2702","Middleborough",0.006,2012
"2703","Middlefield",0,2012
"2704","Millbury",0.004,2012
"2705","Millville",0.005,2012
"2706","Monroe",0,2012
"2707","Monson",0,2012
"2708","Monterey",0,2012
"2709","Montgomery",0,2012
"2710","Mount Washington",0,2012
"2711","Nahant",0.005,2012
"2712","Nantucket",0,2012
"2713","New Ashford",0,2012
"2714","New Bedford",0.01,2012
"2715","New Braintree",0.005,2012
"2716","New Marlborough",0,2012
"2717","New Salem",0,2012
"2718","Newbury",0.007,2012
"2719","Newburyport",0.008,2012
"2720","North Brookfield",0.005,2012
"2721","Northbridge",0.004,2012
"2722","Northfield",0,2012
"2723","Norton",0.005,2012
"2724","Oak Bluffs",0,2012
"2725","Oakham",0.005,2012
"2726","Orange",0,2012
"2727","Otis",0,2012
"2728","Oxford",0.005,2012
"2729","Palmer",0,2012
