"","CityTown","Nearby T21 Ratio","year"
"3606","Peabody",0.311,2015
"3607","Pittsfield",0.129,2015
"3608","Plainville",0.269,2015
"3609","Provincetown",0.176,2015
"3610","Reading",0.282,2015
"3611","Randolph",0.267,2015
"3612","Rockport",0.379,2015
"3613","Salem",0.307,2015
"3614","Saugus",0.285,2015
"3615","Scituate",0.309,2015
"3616","Sharon",0.255,2015
"3617","Shelburne",0.09,2015
"3618","Sherborn",0.243,2015
"3619","Somerville",0.273,2015
"3620","South Hadley",0.086,2015
"3621","Southampton",0.096,2015
"3622","Southborough",0.242,2015
"3623","Southwick",0.097,2015
"3624","Stockbridge",0.136,2015
"3625","Stoneham",0.278,2015
"3626","Stoughton",0.265,2015
"3627","Sunderland",0.093,2015
"3628","Swampscott",0.301,2015
"3629","Tewksbury",0.287,2015
"3630","Topsfield",0.335,2015
"3631","Townsend",0.289,2015
"3632","Tyngsborough",0.271,2015
"3633","Wakefield",0.286,2015
"3634","Walpole",0.255,2015
"3635","Waltham",0.255,2015
"3636","Wareham",0.269,2015
"3637","Watertown",0.262,2015
"3638","Wayland",0.252,2015
"3639","Wellesley",0.25,2015
"3640","Westfield",0.1,2015
"3641","Westford",0.254,2015
"3642","Weston",0.257,2015
"3643","Westwood",0.247,2015
"3644","Whately",0.089,2015
"3645","Whitman",0.289,2015
"3646","Williamstown",0.131,2015
"3647","Wilmington",0.276,2015
"3648","Winchester",0.27,2015
"3649","Worcester",0.27,2015
"3650","Yarmouth",0.115,2015
"3651","Abington",0.284,2015
"3652","Acushnet",0.283,2015
"3653","Agawam",0.089,2015
"3654","Alford",0.138,2015
"3655","Amesbury",0.385,2015
"3656","Aquinnah",0.102,2015
"3657","Ashburnham",0.288,2015
"3658","Ashby",0.288,2015
"3659","Ashfield",0.102,2015
"3660","Athol",0.143,2015
"3661","Auburn",0.265,2015
"3662","Avon",0.268,2015
"3663","Ayer",0.259,2015
"3664","Barnstable",0.116,2015
"3665","Barre",0.221,2015
"3666","Becket",0.124,2015
"3667","Bedford",0.264,2015
"3668","Bellingham",0.261,2015
"3669","Berkley",0.311,2015
"3670","Berlin",0.259,2015
"3671","Bernardston",0.094,2015
"3672","Beverly",0.326,2015
"3673","Billerica",0.273,2015
"3674","Blandford",0.112,2015
"3675","Bolton",0.254,2015
"3676","Bourne",0.247,2015
"3677","Boxborough",0.249,2015
"3678","Boxford",0.333,2015
"3679","Boylston",0.263,2015
"3680","Brookfield",0.227,2015
"3681","Burlington",0.275,2015
"3682","Carlisle",0.264,2015
"3683","Charlton",0.241,2015
"3684","Chatham",0.176,2015
"3685","Cheshire",0.128,2015
"3686","Chester",0.114,2015
"3687","Chesterfield",0.103,2015
"3688","Chicopee",0.092,2015
"3689","Chilmark",0.102,2015
"3690","Clarksburg",0.13,2015
"3691","Clinton",0.263,2015
"3692","Colrain",0.104,2015
"3693","Conway",0.096,2015
"3694","Cummington",0.108,2015
"3695","Dalton",0.124,2015
"3696","Dartmouth",0.247,2015
"3697","Dennis",0.136,2015
"3698","Dighton",0.304,2015
"3699","Douglas",0.244,2015
"3700","Dracut",0.282,2015
"3701","Dudley",0.238,2015
"3702","Dunstable",0.262,2015
"3703","East Bridgewater",0.293,2015
"3704","East Brookfield",0.236,2015
"3705","East Longmeadow",0.097,2015
"3706","Easthampton",0.092,2015
"3707","Edgartown",0.137,2015
"3708","Erving",0.121,2015
"3709","Everett",0.279,2015
"3710","Fairhaven",0.257,2015
"3711","Fall River",0.285,2015
"3712","Fitchburg",0.286,2015
"3713","Florida",0.117,2015
"3714","Freetown",0.314,2015
"3715","Gardner",0.273,2015
"3716","Georgetown",0.342,2015
"3717","Goshen",0.102,2015
"3718","Gosnold",0.116,2015
"3719","Granby",0.102,2015
"3720","Granville",0.114,2015
"3721","Groton",0.264,2015
"3722","Groveland",0.354,2015
"3723","Hampden",0.117,2015
"3724","Hancock",0.141,2015
"3725","Hanson",0.301,2015
"3726","Hardwick",0.179,2015
"3727","Harvard",0.264,2015
"3728","Harwich",0.167,2015
"3729","Haverhill",0.345,2015
"3730","Hawley",0.114,2015
"3731","Heath",0.112,2015
"3732","Hingham",0.28,2015
"3733","Hinsdale",0.12,2015
"3734","Holden",0.269,2015
"3735","Holland",0.19,2015
"3736","Holliston",0.251,2015
"3737","Hopkinton",0.249,2015
"3738","Hubbardston",0.282,2015
"3739","Huntington",0.107,2015
"3740","Ipswich",0.364,2015
"3741","Lakeville",0.323,2015
"3742","Lancaster",0.261,2015
"3743","Leicester",0.264,2015
"3744","Leominster",0.277,2015
"3745","Leyden",0.103,2015
"3746","Littleton",0.251,2015
"3747","Longmeadow",0.09,2015
"3748","Ludlow",0.106,2015
"3749","Lunenburg",0.28,2015
"3750","Lynn",0.296,2015
"3751","Lynnfield",0.295,2015
"3752","Manchester-by-the-Sea",0.35,2015
"3753","Mattapoisett",0.25,2015
"3754","Merrimac",0.377,2015
"3755","Middleborough",0.323,2015
"3756","Middlefield",0.116,2015
"3757","Millbury",0.263,2015
"3758","Millville",0.251,2015
"3759","Monroe",0.124,2015
"3760","Monson",0.142,2015
"3761","Monterey",0.132,2015
"3762","Montgomery",0.102,2015
"3763","Mount Washington",0.087,2015
"3764","Nahant",0.293,2015
"3765","Nantucket",0.115,2015
"3766","New Ashford",0.133,2015
"3767","New Bedford",0.255,2015
"3768","New Braintree",0.213,2015
"3769","New Marlborough",0.126,2015
"3770","New Salem",0.131,2015
"3771","Newbury",0.37,2015
"3772","Newburyport",0.371,2015
"3773","North Brookfield",0.23,2015
"3774","Northbridge",0.261,2015
"3775","Northfield",0.106,2015
"3776","Norton",0.272,2015
"3777","Oak Bluffs",0.115,2015
"3778","Oakham",0.249,2015
"3779","Orange",0.13,2015
"3780","Otis",0.127,2015
"3781","Oxford",0.258,2015
"3782","Palmer",0.13,2015
"3783","Paxton",0.277,2015
"3784","Pelham",0.113,2015
"3785","Pembroke",0.311,2015
"3786","Pepperell",0.276,2015
"3787","Peru",0.12,2015
"3788","Petersham",0.178,2015
"3789","Phillipston",0.207,2015
"3790","Plainfield",0.111,2015
"3791","Plymouth",0.316,2015
"3792","Plympton",0.314,2015
"3793","Princeton",0.276,2015
"3794","Quincy",0.272,2015
"3795","Raynham",0.286,2015
"3796","Rehoboth",0.284,2015
"3797","Revere",0.283,2015
"3798","Richmond",0.14,2015
"3799","Rochester",0.298,2015
"3800","Rockland",0.286,2015
"3801","Rowe",0.111,2015
"3802","Rowley",0.368,2015
"3803","Royalston",0.147,2015
"3804","Russell",0.106,2015
"3805","Rutland",0.278,2015
"3806","Salisbury",0.384,2015
"3807","Sandisfield",0.135,2015
"3808","Sandwich",0.202,2015
"3809","Savoy",0.113,2015
"3810","Seekonk",0.282,2015
"3811","Sheffield",0.114,2015
"3812","Shirley",0.266,2015
"3813","Shrewsbury",0.261,2015
"3814","Shutesbury",0.108,2015
"3815","Somerset",0.311,2015
"3816","Southbridge",0.229,2015
"3817","Spencer",0.257,2015
"3818","Springfield",0.086,2015
"3819","Sterling",0.266,2015
"3820","Stow",0.246,2015
"3821","Sturbridge",0.223,2015
"3822","Sudbury",0.254,2015
"3823","Sutton",0.257,2015
"3824","Swansea",0.308,2015
"3825","Taunton",0.292,2015
"3826","Templeton",0.242,2015
"3827","Tisbury",0.109,2015
"3828","Tolland",0.125,2015
"3829","Truro",0.191,2015
"3830","Tyringham",0.126,2015
"3831","Upton",0.262,2015
"3832","Uxbridge",0.26,2015
"3833","Wales",0.157,2015
"3834","Ware",0.17,2015
"3835","Warren",0.192,2015
"3836","Warwick",0.127,2015
"3837","Washington",0.127,2015
"3838","Webster",0.24,2015
"3839","Wellfleet",0.178,2015
"3840","Wendell",0.118,2015
"3841","Wenham",0.333,2015
"3842","West Boylston",0.271,2015
"3843","West Bridgewater",0.288,2015
"3844","West Brookfield",0.215,2015
"3845","West Newbury",0.363,2015
"3846","West Springfield",0.086,2015
"3847","West Stockbridge",0.14,2015
"3848","West Tisbury",0.132,2015
"3849","Westborough",0.258,2015
"3850","Westhampton",0.098,2015
"3851","Westminster",0.293,2015
"3852","Westport",0.219,2015
"3853","Weymouth",0.275,2015
"3854","Wilbraham",0.11,2015
"3855","Williamsburg",0.096,2015
"3856","Winchendon",0.243,2015
"3857","Windsor",0.113,2015
"3858","Winthrop",0.28,2015
"3859","Woburn",0.275,2015
"3860","Worthington",0.109,2015
"3861","Wrentham",0.264,2015
"3862","Acton",0.445,2016
"3863","Adams",0.271,2016
"3864","Amherst",0.208,2016
"3865","Andover",0.53,2016
"3866","Arlington",0.471,2016
"3867","Ashland",0.432,2016
"3868","Attleboro",0.482,2016
"3869","Belchertown",0.231,2016
"3870","Belmont",0.465,2016
"3871","Blackstone",0.446,2016
"3872","Boston",0.49,2016
"3873","Braintree",0.495,2016
"3874","Brewster",0.38,2016
"3875","Bridgewater",0.526,2016
"3876","Brimfield",0.29,2016
"3877","Brockton",0.502,2016
"3878","Brookline",0.474,2016
"3879","Buckland",0.216,2016
"3880","Cambridge",0.483,2016
"3881","Canton",0.468,2016
"3882","Carver",0.547,2016
"3883","Charlemont",0.233,2016
"3884","Chelmsford",0.466,2016
"3885","Chelsea",0.503,2016
"3886","Cohasset",0.523,2016
"3887","Concord",0.452,2016
"3888","Danvers",0.56,2016
"3889","Dedham",0.455,2016
"3890","Deerfield",0.208,2016
"3891","Dover",0.441,2016
"3892","Duxbury",0.562,2016
"3893","Eastham",0.421,2016
"3894","Easton",0.495,2016
"3895","Egremont",0.289,2016
"3896","Essex",0.597,2016
"3897","Falmouth",0.385,2016
"3898","Foxborough",0.474,2016
"3899","Framingham",0.438,2016
"3900","Franklin",0.452,2016
"3901","Gill",0.193,2016
"3902","Gloucester",0.635,2016
"3903","Grafton",0.437,2016
"3904","Great Barrington",0.301,2016
"3905","Greenfield",0.2,2016
"3906","Hadley",0.199,2016
"3907","Hamilton",0.58,2016
"3908","Hanover",0.538,2016
"3909","Halifax",0.55,2016
"3910","Hatfield",0.205,2016
"3911","Holbrook",0.493,2016
"3912","Holyoke",0.2,2016
"3913","Hopedale",0.435,2016
"3914","Hudson",0.42,2016
"3915","Hull",0.51,2016
"3916","Kingston",0.56,2016
"3917","Lanesborough",0.29,2016
"3918","Lawrence",0.532,2016
"3919","Lee",0.277,2016
"3920","Lenox",0.283,2016
"3921","Leverett",0.201,2016
"3922","Lexington",0.462,2016
"3923","Lincoln",0.452,2016
"3924","Lowell",0.482,2016
"3925","Malden",0.495,2016
"3926","Mansfield",0.485,2016
"3927","Marblehead",0.557,2016
"3928","Marion",0.491,2016
"3929","Marlborough",0.423,2016
"3930","Marshfield",0.562,2016
"3931","Mashpee",0.385,2016
"3932","Maynard",0.434,2016
"3933","Medfield",0.447,2016
"3934","Medford",0.481,2016
"3935","Medway",0.448,2016
"3936","Melrose",0.497,2016
"3937","Mendon",0.437,2016
"3938","Methuen",0.524,2016
"3939","Middleton",0.545,2016
"3940","Millis",0.444,2016
"3941","Milford",0.434,2016
"3942","Milton",0.483,2016
"3943","Montague",0.197,2016
"3944","Natick",0.444,2016
"3945","Needham",0.444,2016
"3946","Newton",0.463,2016
"3947","Norfolk",0.455,2016
"3948","North Adams",0.283,2016
"3949","North Andover",0.538,2016
"3950","North Attleboro",0.465,2016
"3951","North Reading",0.522,2016
"3952","Northampton",0.2,2016
"3953","Northborough",0.432,2016
"3954","Norwell",0.533,2016
"3955","Norwood",0.455,2016
"3956","Orleans",0.381,2016
"3957","Peabody",0.544,2016
"3958","Pittsfield",0.28,2016
"3959","Plainville",0.466,2016
"3960","Provincetown",0.459,2016
"3961","Reading",0.503,2016
"3962","Randolph",0.49,2016
"3963","Rockport",0.621,2016
"3964","Salem",0.553,2016
"3965","Saugus",0.508,2016
"3966","Scituate",0.559,2016
"3967","Sharon",0.472,2016
"3968","Shelburne",0.203,2016
"3969","Sherborn",0.439,2016
"3970","Somerville",0.483,2016
"3971","South Hadley",0.199,2016
"3972","Southampton",0.207,2016
"3973","Southborough",0.424,2016
"3974","Southwick",0.21,2016
"3975","Stockbridge",0.295,2016
"3976","Stoneham",0.495,2016
"3977","Stoughton",0.488,2016
"3978","Sunderland",0.207,2016
"3979","Swampscott",0.538,2016
"3980","Tewksbury",0.497,2016
"3981","Topsfield",0.563,2016
"3982","Townsend",0.443,2016
"3983","Tyngsborough",0.474,2016
"3984","Wakefield",0.51,2016
"3985","Walpole",0.459,2016
"3986","Waltham",0.454,2016
"3987","Wareham",0.521,2016
"3988","Watertown",0.463,2016
"3989","Wayland",0.446,2016
"3990","Wellesley",0.451,2016
"3991","Westfield",0.215,2016
"3992","Westford",0.454,2016
"3993","Weston",0.446,2016
"3994","Westwood",0.448,2016
"3995","Whately",0.199,2016
"3996","Whitman",0.517,2016
"3997","Williamstown",0.298,2016
"3998","Wilmington",0.487,2016
"3999","Winchester",0.48,2016
"4000","Worcester",0.434,2016
"4001","Yarmouth",0.328,2016
"4002","Abington",0.517,2016
"4003","Acushnet",0.528,2016
"4004","Agawam",0.207,2016
"4005","Alford",0.325,2016
"4006","Amesbury",0.598,2016
"4007","Aquinnah",0.245,2016
"4008","Ashburnham",0.424,2016
"4009","Ashby",0.434,2016
"4010","Ashfield",0.219,2016
"4011","Athol",0.256,2016
"4012","Auburn",0.426,2016
"4013","Avon",0.493,2016
"4014","Ayer",0.449,2016
"4015","Barnstable",0.348,2016
"4016","Barre",0.347,2016
"4017","Becket",0.267,2016
"4018","Bedford",0.467,2016
"4019","Bellingham",0.454,2016
"4020","Berkley",0.53,2016
"4021","Berlin",0.44,2016
"4022","Bernardston",0.201,2016
"4023","Beverly",0.576,2016
"4024","Billerica",0.478,2016
"4025","Blandford",0.241,2016
"4026","Bolton",0.439,2016
"4027","Bourne",0.485,2016
"4028","Boxborough",0.439,2016
"4029","Boxford",0.571,2016
"4030","Boylston",0.448,2016
"4031","Brookfield",0.362,2016
"4032","Burlington",0.485,2016
"4033","Carlisle",0.462,2016
"4034","Charlton",0.407,2016
"4035","Chatham",0.382,2016
"4036","Cheshire",0.287,2016
"4037","Chester",0.246,2016
"4038","Chesterfield",0.222,2016
"4039","Chicopee",0.211,2016
"4040","Chilmark",0.245,2016
"4041","Clarksburg",0.293,2016
"4042","Clinton",0.448,2016
"4043","Colrain",0.216,2016
"4044","Conway",0.215,2016
"4045","Cummington",0.233,2016
"4046","Dalton",0.278,2016
"4047","Dartmouth",0.495,2016
"4048","Dennis",0.356,2016
"4049","Dighton",0.512,2016
"4050","Douglas",0.408,2016
"4051","Dracut",0.495,2016
"4052","Dudley",0.397,2016
"4053","Dunstable",0.456,2016
"4054","East Bridgewater",0.525,2016
"4055","East Brookfield",0.39,2016
"4056","East Longmeadow",0.208,2016
"4057","Easthampton",0.206,2016
"4058","Edgartown",0.294,2016
"4059","Erving",0.229,2016
"4060","Everett",0.498,2016
"4061","Fairhaven",0.505,2016
"4062","Fall River",0.515,2016
"4063","Fitchburg",0.446,2016
"4064","Florida",0.262,2016
"4065","Freetown",0.543,2016
"4066","Gardner",0.402,2016
"4067","Georgetown",0.574,2016
"4068","Goshen",0.219,2016
"4069","Gosnold",0.362,2016
"4070","Granby",0.21,2016
"4071","Granville",0.246,2016
"4072","Groton",0.452,2016
"4073","Groveland",0.571,2016
"4074","Hampden",0.228,2016
"4075","Hancock",0.318,2016
"4076","Hanson",0.546,2016
"4077","Hardwick",0.296,2016
"4078","Harvard",0.445,2016
"4079","Harwich",0.357,2016
"4080","Haverhill",0.561,2016
"4081","Hawley",0.246,2016
"4082","Heath",0.241,2016
"4083","Hingham",0.515,2016
"4084","Hinsdale",0.27,2016
"4085","Holden",0.438,2016
"4086","Holland",0.319,2016
"4087","Holliston",0.445,2016
"4088","Hopkinton",0.428,2016
"4089","Hubbardston",0.416,2016
"4090","Huntington",0.23,2016
"4091","Ipswich",0.596,2016
"4092","Lakeville",0.551,2016
"4093","Lancaster",0.443,2016
"4094","Leicester",0.426,2016
"4095","Leominster",0.45,2016
"4096","Leyden",0.214,2016
"4097","Littleton",0.442,2016
"4098","Longmeadow",0.209,2016
"4099","Ludlow",0.23,2016
"4100","Lunenburg",0.449,2016
"4101","Lynn",0.529,2016
"4102","Lynnfield",0.521,2016
"4103","Manchester-by-the-Sea",0.599,2016
"4104","Mattapoisett",0.5,2016
"4105","Merrimac",0.585,2016
"4106","Middleborough",0.551,2016
"4107","Middlefield",0.25,2016
"4108","Millbury",0.443,2016
"4109","Millville",0.441,2016
"4110","Monroe",0.278,2016
"4111","Monson",0.239,2016
"4112","Monterey",0.297,2016
"4113","Montgomery",0.219,2016
"4114","Mount Washington",0.29,2016
"4115","Nahant",0.529,2016
"4116","Nantucket",0.308,2016
"4117","New Ashford",0.3,2016
"4118","New Bedford",0.51,2016
"4119","New Braintree",0.34,2016
"4120","New Marlborough",0.299,2016
"4121","New Salem",0.25,2016
"4122","Newbury",0.593,2016
"4123","Newburyport",0.597,2016
"4124","North Brookfield",0.366,2016
"4125","Northbridge",0.435,2016
"4126","Northfield",0.204,2016
"4127","Norton",0.487,2016
"4128","Oak Bluffs",0.311,2016
"4129","Oakham",0.391,2016
"4130","Orange",0.23,2016
"4131","Otis",0.275,2016
"4132","Oxford",0.426,2016
"4133","Palmer",0.23,2016
"4134","Paxton",0.441,2016
"4135","Pelham",0.226,2016
"4136","Pembroke",0.553,2016
"4137","Pepperell",0.457,2016
"4138","Peru",0.259,2016
"4139","Petersham",0.306,2016
"4140","Phillipston",0.324,2016
"4141","Plainfield",0.239,2016
"4142","Plymouth",0.581,2016
"4143","Plympton",0.564,2016
"4144","Princeton",0.447,2016
"4145","Quincy",0.5,2016
"4146","Raynham",0.519,2016
"4147","Rehoboth",0.483,2016
"4148","Revere",0.51,2016
"4149","Richmond",0.314,2016
"4150","Rochester",0.542,2016
"4151","Rockland",0.517,2016
"4152","Rowe",0.25,2016
"4153","Rowley",0.59,2016
"4154","Royalston",0.256,2016
"4155","Russell",0.228,2016
"4156","Rutland",0.434,2016
"4157","Salisbury",0.607,2016
"4158","Sandisfield",0.292,2016
"4159","Sandwich",0.438,2016
"4160","Savoy",0.255,2016
"4161","Seekonk",0.471,2016
"4162","Sheffield",0.304,2016
"4163","Shirley",0.445,2016
"4164","Shrewsbury",0.44,2016
"4165","Shutesbury",0.217,2016
"4166","Somerset",0.534,2016
"4167","Southbridge",0.371,2016
"4168","Spencer",0.411,2016
"4169","Springfield",0.207,2016
"4170","Sterling",0.437,2016
"4171","Stow",0.433,2016
"4172","Sturbridge",0.363,2016
"4173","Sudbury",0.446,2016
"4174","Sutton",0.437,2016
"4175","Swansea",0.531,2016
"4176","Taunton",0.511,2016
"4177","Templeton",0.371,2016
"4178","Tisbury",0.328,2016
"4179","Tolland",0.269,2016
"4180","Truro",0.447,2016
"4181","Tyringham",0.284,2016
"4182","Upton",0.436,2016
"4183","Uxbridge",0.434,2016
"4184","Wales",0.277,2016
"4185","Ware",0.278,2016
"4186","Warren",0.305,2016
"4187","Warwick",0.233,2016
"4188","Washington",0.275,2016
"4189","Webster",0.41,2016
"4190","Wellfleet",0.444,2016
"4191","Wendell",0.217,2016
"4192","Wenham",0.571,2016
"4193","West Boylston",0.441,2016
"4194","West Bridgewater",0.52,2016
"4195","West Brookfield",0.344,2016
"4196","West Newbury",0.585,2016
"4197","West Springfield",0.209,2016
"4198","West Stockbridge",0.314,2016
"4199","West Tisbury",0.264,2016
"4200","Westborough",0.432,2016
"4201","Westhampton",0.218,2016
"4202","Westminster",0.429,2016
"4203","Westport",0.469,2016
"4204","Weymouth",0.51,2016
"4205","Wilbraham",0.227,2016
"4206","Williamsburg",0.213,2016
"4207","Winchendon",0.349,2016
"4208","Windsor",0.255,2016
"4209","Winthrop",0.51,2016
"4210","Woburn",0.485,2016
"4211","Worthington",0.235,2016
"4212","Wrentham",0.463,2016
"4213","Acton",0.445,2017
"4214","Adams",0.292,2017
"4215","Amherst",0.22,2017
"4216","Andover",0.53,2017
"4217","Arlington",0.471,2017
"4218","Ashland",0.436,2017
"4219","Attleboro",0.482,2017
"4220","Belchertown",0.237,2017
"4221","Belmont",0.465,2017
"4222","Blackstone",0.451,2017
"4223","Boston",0.49,2017
"4224","Braintree",0.495,2017
"4225","Brewster",0.38,2017
"4226","Bridgewater",0.526,2017
"4227","Brimfield",0.302,2017
"4228","Brockton",0.502,2017
"4229","Brookline",0.474,2017
"4230","Buckland",0.232,2017
"4231","Cambridge",0.483,2017
"4232","Canton",0.468,2017
"4233","Carver",0.547,2017
"4234","Charlemont",0.25,2017
"4235","Chelmsford",0.466,2017
"4236","Chelsea",0.503,2017
"4237","Cohasset",0.523,2017
"4238","Concord",0.452,2017
"4239","Danvers",0.56,2017
"4240","Dedham",0.455,2017
"4241","Deerfield",0.215,2017
"4242","Dover",0.441,2017
"4243","Duxbury",0.562,2017
"4244","Eastham",0.421,2017
"4245","Easton",0.495,2017
"4246","Egremont",0.303,2017
"4247","Essex",0.597,2017
"4248","Falmouth",0.385,2017
"4249","Foxborough",0.474,2017
"4250","Framingham",0.438,2017
"4251","Franklin",0.452,2017
"4252","Gill",0.207,2017
"4253","Gloucester",0.635,2017
"4254","Grafton",0.441,2017
"4255","Great Barrington",0.325,2017
"4256","Greenfield",0.214,2017
"4257","Hadley",0.212,2017
"4258","Hamilton",0.58,2017
"4259","Hanover",0.538,2017
"4260","Halifax",0.55,2017
"4261","Hatfield",0.219,2017
"4262","Holbrook",0.493,2017
"4263","Holyoke",0.214,2017
"4264","Hopedale",0.439,2017
"4265","Hudson",0.424,2017
"4266","Hull",0.51,2017
"4267","Kingston",0.56,2017
"4268","Lanesborough",0.312,2017
"4269","Lawrence",0.532,2017
"4270","Lee",0.298,2017
"4271","Lenox",0.304,2017
"4272","Leverett",0.214,2017
"4273","Lexington",0.462,2017
"4274","Lincoln",0.452,2017
"4275","Lowell",0.482,2017
"4276","Malden",0.495,2017
"4277","Mansfield",0.485,2017
"4278","Marblehead",0.557,2017
"4279","Marion",0.491,2017
"4280","Marlborough",0.427,2017
"4281","Marshfield",0.562,2017
"4282","Mashpee",0.385,2017
"4283","Maynard",0.438,2017
"4284","Medfield",0.447,2017
"4285","Medford",0.481,2017
"4286","Medway",0.448,2017
"4287","Melrose",0.497,2017
"4288","Mendon",0.441,2017
"4289","Methuen",0.524,2017
"4290","Middleton",0.545,2017
"4291","Millis",0.444,2017
"4292","Milford",0.438,2017
"4293","Milton",0.483,2017
"4294","Montague",0.211,2017
"4295","Natick",0.444,2017
"4296","Needham",0.444,2017
"4297","Newton",0.463,2017
"4298","Norfolk",0.455,2017
"4299","North Adams",0.304,2017
"4300","North Andover",0.538,2017
"4301","North Attleboro",0.465,2017
"4302","North Reading",0.522,2017
"4303","Northampton",0.214,2017
"4304","Northborough",0.436,2017
"4305","Norwell",0.533,2017
"4306","Norwood",0.455,2017
"4307","Orleans",0.381,2017
"4308","Peabody",0.544,2017
"4309","Pittsfield",0.301,2017
"4310","Plainville",0.466,2017
"4311","Provincetown",0.459,2017
"4312","Reading",0.503,2017
"4313","Randolph",0.49,2017
"4314","Rockport",0.621,2017
"4315","Salem",0.553,2017
"4316","Saugus",0.508,2017
"4317","Scituate",0.559,2017
"4318","Sharon",0.472,2017
"4319","Shelburne",0.218,2017
"4320","Sherborn",0.439,2017
"4321","Somerville",0.483,2017
"4322","South Hadley",0.212,2017
"4323","Southampton",0.222,2017
"4324","Southborough",0.429,2017
"4325","Southwick",0.226,2017
"4326","Stockbridge",0.318,2017
"4327","Stoneham",0.495,2017
"4328","Stoughton",0.488,2017
"4329","Sunderland",0.22,2017
"4330","Swampscott",0.538,2017
"4331","Tewksbury",0.497,2017
"4332","Topsfield",0.563,2017
"4333","Townsend",0.453,2017
"4334","Tyngsborough",0.474,2017
"4335","Wakefield",0.51,2017
"4336","Walpole",0.459,2017
"4337","Waltham",0.454,2017
"4338","Wareham",0.521,2017
"4339","Watertown",0.463,2017
"4340","Wayland",0.446,2017
"4341","Wellesley",0.451,2017
"4342","Westfield",0.231,2017
"4343","Westford",0.454,2017
"4344","Weston",0.446,2017
"4345","Westwood",0.448,2017
"4346","Whately",0.212,2017
"4347","Whitman",0.517,2017
"4348","Williamstown",0.31,2017
"4349","Wilmington",0.487,2017
"4350","Winchester",0.48,2017
"4351","Worcester",0.442,2017
"4352","Yarmouth",0.328,2017
"4353","Abington",0.517,2017
"4354","Acushnet",0.528,2017
"4355","Agawam",0.222,2017
"4356","Alford",0.338,2017
"4357","Amesbury",0.598,2017
"4358","Aquinnah",0.245,2017
"4359","Ashburnham",0.435,2017
"4360","Ashby",0.444,2017
"4361","Ashfield",0.234,2017
"4362","Athol",0.268,2017
"4363","Auburn",0.435,2017
"4364","Avon",0.493,2017
"4365","Ayer",0.454,2017
"4366","Barnstable",0.348,2017
"4367","Barre",0.358,2017
"4368","Becket",0.286,2017
"4369","Bedford",0.467,2017
"4370","Bellingham",0.459,2017
"4371","Berkley",0.53,2017
"4372","Berlin",0.444,2017
"4373","Bernardston",0.216,2017
"4374","Beverly",0.576,2017
"4375","Billerica",0.478,2017
"4376","Blandford",0.259,2017
"4377","Bolton",0.443,2017
"4378","Bourne",0.485,2017
"4379","Boxborough",0.443,2017
"4380","Boxford",0.571,2017
"4381","Boylston",0.457,2017
"4382","Brookfield",0.373,2017
"4383","Burlington",0.485,2017
"4384","Carlisle",0.462,2017
"4385","Charlton",0.417,2017
"4386","Chatham",0.382,2017
"4387","Cheshire",0.309,2017
"4388","Chester",0.263,2017
"4389","Chesterfield",0.238,2017
"4390","Chicopee",0.225,2017
"4391","Chilmark",0.245,2017
"4392","Clarksburg",0.315,2017
"4393","Clinton",0.457,2017
"4394","Colrain",0.232,2017
"4395","Conway",0.23,2017
"4396","Cummington",0.25,2017
"4397","Dalton",0.299,2017
"4398","Dartmouth",0.495,2017
"4399","Dennis",0.356,2017
"4400","Dighton",0.512,2017
"4401","Douglas",0.413,2017
"4402","Dracut",0.495,2017
"4403","Dudley",0.407,2017
"4404","Dunstable",0.456,2017
"4405","East Bridgewater",0.525,2017
"4406","East Brookfield",0.4,2017
"4407","East Longmeadow",0.222,2017
"4408","Easthampton",0.22,2017
"4409","Edgartown",0.294,2017
"4410","Erving",0.242,2017
"4411","Everett",0.498,2017
"4412","Fairhaven",0.505,2017
"4413","Fall River",0.515,2017
"4414","Fitchburg",0.455,2017
"4415","Florida",0.282,2017
"4416","Freetown",0.543,2017
"4417","Gardner",0.412,2017
"4418","Georgetown",0.574,2017
"4419","Goshen",0.234,2017
"4420","Gosnold",0.362,2017
"4421","Granby",0.223,2017
"4422","Granville",0.263,2017
"4423","Groton",0.457,2017
"4424","Groveland",0.571,2017
"4425","Hampden",0.241,2017
"4426","Hancock",0.329,2017
"4427","Hanson",0.546,2017
"4428","Hardwick",0.307,2017
"4429","Harvard",0.45,2017
"4430","Harwich",0.357,2017
"4431","Haverhill",0.561,2017
"4432","Hawley",0.263,2017
"4433","Heath",0.259,2017
"4434","Hingham",0.515,2017
"4435","Hinsdale",0.29,2017
"4436","Holden",0.447,2017
"4437","Holland",0.331,2017
"4438","Holliston",0.445,2017
"4439","Hopkinton",0.432,2017
"4440","Hubbardston",0.426,2017
"4441","Huntington",0.246,2017
"4442","Ipswich",0.596,2017
"4443","Lakeville",0.551,2017
"4444","Lancaster",0.452,2017
"4445","Leicester",0.435,2017
"4446","Leominster",0.459,2017
"4447","Leyden",0.23,2017
"4448","Littleton",0.447,2017
"4449","Longmeadow",0.224,2017
"4450","Ludlow",0.242,2017
"4451","Lunenburg",0.458,2017
"4452","Lynn",0.529,2017
"4453","Lynnfield",0.521,2017
"4454","Manchester-by-the-Sea",0.599,2017
"4455","Mattapoisett",0.5,2017
"4456","Merrimac",0.585,2017
"4457","Middleborough",0.551,2017
