"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"2443","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2012,"25013","Massachusetts",10,13,7,14,12,9,14,13,13,13,13,14,12,14,14,13,12,14,14,NA,NA,NA,NA,0
"2444","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2013,"25013","Massachusetts",10,13,7,14,11,11,14,13,13,13,13,5,14,14,13,13,12,13,11,NA,NA,NA,NA,0
"2445","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2014,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,9,14,11,NA,NA,NA,NA,0
"2446","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2015,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,11,14,10,NA,NA,NA,NA,0
"2447","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2016,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,12,14,13,NA,NA,NA,NA,0
"2448","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2017,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,11,14,13,NA,NA,NA,NA,0
"2449","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2015,NA,NA,NA,0
"2450","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2015,NA,NA,NA,0
"2451","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2015,NA,NA,NA,0
"2452","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2015,NA,NA,NA,0
"2453","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2015,NA,NA,NA,0
"2454","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2015,NA,NA,NA,0
"2455","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2015,NA,NA,NA,0
"2456","Walpole","Town","Norfolk","Representative town meeting","24070.0",1724,2015-07-01,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2015,NA,NA,NA,0
"2457","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2458","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2459","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2460","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2461","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2462","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2463","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2464","Waltham","City","Middlesex","Mayor-council","60632.0",1738,2015-03-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2015,"Jeannette McCarthy","4 years","Nov. 5, 2019",1
"2465","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2011,"25015","Massachusetts",3,5,6,2,3,5,4,1,5,5,4,7,11,4,6,3,2,4,10,NA,NA,NA,NA,0
"2466","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2010,"25015","Massachusetts",4,7,3,2,3,5,3,3,8,5,3,9,8,2,6,5,3,4,8,NA,NA,NA,NA,0
"2467","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2012,"25015","Massachusetts",3,4,5,2,2,4,3,1,5,5,3,7,8,5,4,2,1,3,10,NA,NA,NA,NA,0
"2468","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2013,"25015","Massachusetts",2,4,3,3,3,2,4,1,5,5,3,1,8,4,3,2,1,3,4,NA,NA,NA,NA,0
"2469","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2014,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,1,3,9,NA,NA,NA,NA,0
"2470","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2015,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,4,14,NA,NA,NA,NA,0
"2471","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2016,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,3,10,NA,NA,NA,NA,0
"2472","Ware","Town","Hampshire","Open town meeting","9872.0",1775,NA,2017,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,3,6,NA,NA,NA,NA,0
"2473","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2011,"25023","Massachusetts",13,7,12,7,11,12,8,10,3,6,8,2,3,8,8,10,14,7,3,2016,NA,NA,NA,0
"2474","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2010,"25023","Massachusetts",11,7,13,7,9,12,9,9,2,6,7,3,6,11,10,9,11,7,2,2016,NA,NA,NA,0
"2475","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2012,"25023","Massachusetts",13,7,12,7,10,13,4,10,4,6,8,2,9,8,7,10,13,6,3,2016,NA,NA,NA,0
"2476","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2013,"25023","Massachusetts",12,7,12,7,8,13,7,9,4,6,8,13,9,9,10,10,10,6,14,2016,NA,NA,NA,0
"2477","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2014,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,10,6,8,2016,NA,NA,NA,0
"2478","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2015,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,8,6,9,2016,NA,NA,NA,0
"2479","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2016,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,12,8,6,8,2016,NA,NA,NA,0
"2480","Wareham","Town","Plymouth","Open town meeting","21822.0",1739,2016-04-01,2017,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,12,8,6,11,2016,NA,NA,NA,0
"2481","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2482","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2483","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2484","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2485","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2486","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"2487","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"2488","Warren","Town","Worcester","Open town meeting","5135.0",1742,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2489","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"2490","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"2491","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"2492","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
"2493","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,NA,NA,NA,NA,0
"2494","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,NA,NA,NA,NA,0
"2495","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,NA,NA,NA,NA,0
"2496","Warwick","Town","Franklin","Open town meeting","780.0",1763,NA,2017,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,7,5,5,NA,NA,NA,NA,0
"2497","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"2498","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"2499","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"2500","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"2501","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"2502","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"2503","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"2504","Washington","Town","Berkshire","Open town meeting","538.0",1777,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"2505","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2016,NA,NA,NA,0
"2506","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2016,NA,NA,NA,0
"2507","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2016,NA,NA,NA,0
"2508","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2016,NA,NA,NA,0
"2509","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2016,NA,NA,NA,0
"2510","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2016,NA,NA,NA,0
"2511","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2016,NA,NA,NA,0
"2512","Watertown","City","Middlesex","Council-manager","31915.0",1630,2016-03-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2016,NA,NA,NA,0
"2513","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2015,NA,NA,NA,0
"2514","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2015,NA,NA,NA,0
"2515","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2015,NA,NA,NA,0
"2516","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2015,NA,NA,NA,0
"2517","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2015,NA,NA,NA,0
"2518","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2015,NA,NA,NA,0
"2519","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2015,NA,NA,NA,0
"2520","Wayland","Town","Middlesex","Open town meeting","12994.0",1780,2015-01-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2015,NA,NA,NA,0
"2521","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2522","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2523","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2524","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2525","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2526","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"2527","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"2528","Webster","Town","Worcester","Open town meeting","16767.0",1832,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2529","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2014,NA,NA,NA,0
"2530","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2014,NA,NA,NA,0
"2531","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2014,NA,NA,NA,0
"2532","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2014,NA,NA,NA,0
"2533","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2014,NA,NA,NA,0
"2534","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2014,NA,NA,NA,0
"2535","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2014,NA,NA,NA,0
"2536","Wellesley","Town","Norfolk","Representative town meeting","27982.0",1881,2014-06-01,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2014,NA,NA,NA,0
"2537","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2011,"25001","Massachusetts",4,2,11,5,9,4,5,9,7,2,11,11,9,11,3,5,3,6,9,NA,NA,NA,NA,0
"2538","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2010,"25001","Massachusetts",5,3,7,5,8,1,5,11,5,1,9,10,12,8,3,4,2,5,14,NA,NA,NA,NA,0
"2539","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2012,"25001","Massachusetts",4,1,10,5,8,1,5,11,9,2,11,11,5,10,3,4,3,7,8,NA,NA,NA,NA,0
"2540","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2013,"25001","Massachusetts",4,1,9,5,9,1,6,12,7,3,10,12,7,10,6,4,2,8,13,NA,NA,NA,NA,0
"2541","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2014,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,4,4,10,3,NA,NA,NA,NA,0
"2542","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2015,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4,4,8,7,NA,NA,NA,NA,0
"2543","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2016,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,4,10,4,NA,NA,NA,NA,0
"2544","Wellfleet","Town","Barnstable","Open town meeting","2750.0",1775,NA,2017,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,4,10,7,NA,NA,NA,NA,0
"2545","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"2546","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"2547","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"2548","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
"2549","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,NA,NA,NA,NA,0
"2550","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,NA,NA,NA,NA,0
"2551","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,NA,NA,NA,NA,0
"2552","Wendell","Town","Franklin","Open town meeting","848.0",1781,NA,2017,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,7,5,5,NA,NA,NA,NA,0
"2553","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,NA,NA,NA,NA,0
"2554","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,NA,NA,NA,NA,0
"2555","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,NA,NA,NA,NA,0
"2556","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,NA,NA,NA,NA,0
"2557","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,NA,NA,NA,NA,0
"2558","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,NA,NA,NA,NA,0
"2559","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,NA,NA,NA,NA,0
"2560","Wenham","Town","Essex","Open town meeting","4875.0",1643,NA,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,NA,NA,NA,NA,0
"2561","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2562","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2563","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2564","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2565","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2566","West Boylston","Town","Worcester","Open town meeting","7669.0",1808,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
