"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"1525","Monson","Town","Hampden","Open town meeting","8560.0",1775,NA,2014,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,9,14,11,NA,NA,NA,NA,0
"1526","Monson","Town","Hampden","Open town meeting","8560.0",1775,NA,2015,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,11,14,10,NA,NA,NA,NA,0
"1527","Monson","Town","Hampden","Open town meeting","8560.0",1775,NA,2016,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,12,14,13,NA,NA,NA,NA,0
"1528","Monson","Town","Hampden","Open town meeting","8560.0",1775,NA,2017,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,11,14,13,NA,NA,NA,NA,0
"1529","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,2015,NA,NA,NA,0
"1530","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,2015,NA,NA,NA,0
"1531","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,2015,NA,NA,NA,0
"1532","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,2015,NA,NA,NA,0
"1533","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,2015,NA,NA,NA,0
"1534","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,2015,NA,NA,NA,0
"1535","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,2015,NA,NA,NA,0
"1536","Montague","Town","Franklin","Representative town meeting","8437.0",1775,2015-07-01,2017,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,7,5,5,2015,NA,NA,NA,0
"1537","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"1538","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"1539","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"1540","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"1541","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"1542","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"1543","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"1544","Monterey","Town","Berkshire","Open town meeting","961.0",1847,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"1545","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2011,"25013","Massachusetts",12,13,8,14,8,7,14,13,14,13,13,14,10,14,13,14,9,14,14,NA,NA,NA,NA,0
"1546","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2010,"25013","Massachusetts",12,13,8,14,11,8,14,13,13,13,13,12,7,14,14,13,9,14,11,NA,NA,NA,NA,0
"1547","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2012,"25013","Massachusetts",10,13,7,14,12,9,14,13,13,13,13,14,12,14,14,13,12,14,14,NA,NA,NA,NA,0
"1548","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2013,"25013","Massachusetts",10,13,7,14,11,11,14,13,13,13,13,5,14,14,13,13,12,13,11,NA,NA,NA,NA,0
"1549","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2014,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,9,14,11,NA,NA,NA,NA,0
"1550","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2015,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,11,14,10,NA,NA,NA,NA,0
"1551","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2016,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,12,14,13,NA,NA,NA,NA,0
"1552","Montgomery","Town","Hampden","Open town meeting","838.0",1780,NA,2017,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,11,14,13,NA,NA,NA,NA,0
"1553","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"1554","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"1555","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"1556","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"1557","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"1558","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"1559","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"1560","Mount Washington","Town","Berkshire","Open town meeting","167.0",1779,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"1561","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,NA,NA,NA,NA,0
"1562","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,NA,NA,NA,NA,0
"1563","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,NA,NA,NA,NA,0
"1564","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,NA,NA,NA,NA,0
"1565","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,NA,NA,NA,NA,0
"1566","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,NA,NA,NA,NA,0
"1567","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,NA,NA,NA,NA,0
"1568","Nahant","Town","Essex","Open town meeting","3410.0",1853,NA,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,NA,NA,NA,NA,0
"1569","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2011,"25019","Massachusetts",9,4,1,8,14,3,3,3,2,1,10,1,2,1,1,6,13,2,2,NA,NA,NA,NA,0
"1570","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2010,"25019","Massachusetts",7,4,1,8,14,4,4,1,1,4,10,1,14,1,2,6,14,1,10,NA,NA,NA,NA,0
"1571","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2012,"25019","Massachusetts",8,6,1,8,14,3,7,5,3,4,10,1,2,4,2,6,9,5,2,NA,NA,NA,NA,0
"1572","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2013,"25019","Massachusetts",7,6,8,9,14,6,5,5,3,4,11,14,2,7,1,6,14,4,5,NA,NA,NA,NA,0
"1573","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2014,"25019","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,14,4,14,NA,NA,NA,NA,0
"1574","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2015,"25019","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,14,3,8,NA,NA,NA,NA,0
"1575","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2016,"25019","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,14,4,1,NA,NA,NA,NA,0
"1576","Nantucket","Town","Nantucket","Open town meeting","10172.0",1671,NA,2017,"25019","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,14,4,1,NA,NA,NA,NA,0
"1577","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2015,NA,NA,NA,0
"1578","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2015,NA,NA,NA,0
"1579","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2015,NA,NA,NA,0
"1580","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2015,NA,NA,NA,0
"1581","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2015,NA,NA,NA,0
"1582","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2015,NA,NA,NA,0
"1583","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2015,NA,NA,NA,0
"1584","Natick","Town","Middlesex","Representative town meeting","33006.0",1781,2015-09-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2015,NA,NA,NA,0
"1585","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2005,NA,NA,NA,0
"1586","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2005,NA,NA,NA,0
"1587","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2005,NA,NA,NA,0
"1588","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2005,NA,NA,NA,0
"1589","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2005,NA,NA,NA,0
"1590","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2005,NA,NA,NA,0
"1591","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2005,NA,NA,NA,0
"1592","Needham","Town","Norfolk","Representative town meeting","28886.0",1711,2005-04-01,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2005,NA,NA,NA,0
"1593","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"1594","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"1595","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"1596","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"1597","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"1598","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"1599","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"1600","New Ashford","Town","Berkshire","Open town meeting","228.0",1835,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"1601","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1602","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1603","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1604","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1605","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1606","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1607","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1608","New Bedford","City","Bristol","Mayor-council","95072.0",1787,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,"Jon Mitchell","2 years","Nov. 7, 2017",1
"1609","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"1610","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"1611","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"1612","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"1613","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"1614","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"1615","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"1616","New Braintree","Town","Worcester","Open town meeting","999.0",1775,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"1617","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"1618","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"1619","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"1620","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"1621","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"1622","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"1623","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"1624","New Marlborough","Town","Berkshire","Open town meeting","1509.0",1775,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"1625","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"1626","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"1627","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"1628","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
"1629","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,NA,NA,NA,NA,0
"1630","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,NA,NA,NA,NA,0
"1631","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,NA,NA,NA,NA,0
"1632","New Salem","Town","Franklin","Open town meeting","990.0",1775,NA,2017,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,7,7,5,5,NA,NA,NA,NA,0
"1633","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,NA,NA,NA,NA,0
"1634","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,NA,NA,NA,NA,0
"1635","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,NA,NA,NA,NA,0
"1636","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,NA,NA,NA,NA,0
"1637","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,NA,NA,NA,NA,0
"1638","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,NA,NA,NA,NA,0
"1639","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,NA,NA,NA,NA,0
"1640","Newbury","Town","Essex","Open town meeting","6666.0",1635,NA,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,NA,NA,NA,NA,0
"1641","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1642","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1643","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1644","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1645","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1646","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1647","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
"1648","Newburyport","City","Essex","Mayor-council","17416.0",1764,NA,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,NA,"Donna Holaday","4 years","Nov. 7, 2017",1
